# BUSCO version is: 6.0.0 
# The lineage dataset is: hypocreales_odb12.2 (Creation date: 2026-05-13, number of genomes: 71, number of BUSCOs: 4077)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
29332at5125	Complete	CM132357.1	3262476	3258782	-	837.8	411	https://v12-2.orthodb.org/?query=29332at5125	Aspartate aminotransferase
29445at5125	Complete	CM132362.1	435840	434358	-	885.3	452	https://v12-2.orthodb.org/?query=29445at5125	adenosylmethionine decarboxylase
29491at5125	Complete	CM132360.1	1525008	1523561	-	820.2	376	https://v12-2.orthodb.org/?query=29491at5125	s-(hydroxymethyl)glutathione dehydrogenase
29617at5125	Complete	CM132359.1	3938090	3939998	+	969.4	497	https://v12-2.orthodb.org/?query=29617at5125	Aspartate kinase
29683at5125	Complete	CM132356.1	5477835	5476443	-	834.3	409	https://v12-2.orthodb.org/?query=29683at5125	Acetylornithine aminotransferase
30317at5125	Complete	CM132362.1	1965623	1969454	+	2346.1	1110	https://v12-2.orthodb.org/?query=30317at5125	cell division control protein
30405at5125	Complete	CM132360.1	2633222	2634790	+	879.6	409	https://v12-2.orthodb.org/?query=30405at5125	Mandelate racemase/muconate lactonizing enzyme
30923at5125	Complete	CM132358.1	1654230	1654702	+	261.1	128	https://v12-2.orthodb.org/?query=30923at5125	vacuolar protein sorting 55
31012at5125	Complete	CM132360.1	1969210	1970281	+	683.0	343	https://v12-2.orthodb.org/?query=31012at5125	MYG1
31075at5125	Complete	CM132359.1	2733374	2729367	-	873.5	491	https://v12-2.orthodb.org/?query=31075at5125	Alcohol dehydrogenase-like, C-terminal
31179at5125	Complete	CM132362.1	906147	904651	-	790.9	431	https://v12-2.orthodb.org/?query=31179at5125	polyribonucleotide 5'-hydroxyl-kinase
31314at5125	Complete	CM132358.1	1128523	1125213	-	1972.6	953	https://v12-2.orthodb.org/?query=31314at5125	Frag1/DRAM/Sfk1 family-domain-containing protein
31343at5125	Complete	CM132359.1	3267985	3265761	-	1424.4	703	https://v12-2.orthodb.org/?query=31343at5125	mitochondrial carrier
31619at5125	Complete	CM132360.1	3917387	3921291	+	2781.4	1244	https://v12-2.orthodb.org/?query=31619at5125	DNA-directed RNA polymerase
31696at5125	Complete	CM132360.1	3595118	3597857	+	1612.6	777	https://v12-2.orthodb.org/?query=31696at5125	bifunctional purine biosynthetic
31753at5125	Complete	CM132356.1	2874814	2874456	-	152.8	76	https://v12-2.orthodb.org/?query=31753at5125	U6 snRNA-associated Sm-like protein
32105at5125	Complete	CM132356.1	3391905	3395107	+	1481.7	894	https://v12-2.orthodb.org/?query=32105at5125	mediator complex subunit
32145at5125	Complete	CM132361.1	1701231	1698935	-	918.1	547	https://v12-2.orthodb.org/?query=32145at5125	Zn(2)-C6 fungal-type DNA-binding domain
32284at5125	Complete	CM132357.1	1063190	1059513	-	2113.8	972	https://v12-2.orthodb.org/?query=32284at5125	U5 small nuclear ribonucleoprotein component
32488at5125	Complete	CM132357.1	607319	606464	-	440.1	245	https://v12-2.orthodb.org/?query=32488at5125	adenylate kinase
32666at5125	Complete	CM132356.1	4741538	4742725	+	591.0	310	https://v12-2.orthodb.org/?query=32666at5125	atp phosphoribosyltransferase
32730at5125	Complete	CM132360.1	2288092	2289571	+	983.3	447	https://v12-2.orthodb.org/?query=32730at5125	kinase
32748at5125	Complete	CM132356.1	5226092	5227280	+	706.5	339	https://v12-2.orthodb.org/?query=32748at5125	regulator of g- signaling domain-containing
33012at5125	Complete	CM132358.1	2253114	2254941	+	1131.5	562	https://v12-2.orthodb.org/?query=33012at5125	pyruvate decarboxylase
33090at5125	Complete	CM132361.1	3484010	3482653	-	809.4	371	https://v12-2.orthodb.org/?query=33090at5125	sterol 24-C-methyltransferase
33101at5125	Complete	CM132361.1	2775597	2773809	-	1122.9	525	https://v12-2.orthodb.org/?query=33101at5125	transporter
33226at5125	Complete	CM132359.1	662048	660823	-	539.2	348	https://v12-2.orthodb.org/?query=33226at5125	serine aminopeptidase, s33 domain-containing protein
33299at5125	Complete	CM132356.1	3794200	3795496	+	598.1	320	https://v12-2.orthodb.org/?query=33299at5125	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
33840at5125	Complete	CM132357.1	3108476	3111700	+	2057.9	969	https://v12-2.orthodb.org/?query=33840at5125	Armadillo-type fold domain containing
33926at5125	Complete	CM132358.1	2437806	2437066	-	231.9	126	https://v12-2.orthodb.org/?query=33926at5125	hit family protein 1
33953at5125	Complete	CM132359.1	2538627	2539481	+	287.2	139	https://v12-2.orthodb.org/?query=33953at5125	TRAPP complex subunit (Bet5)
34096at5125	Complete	CM132361.1	3525958	3524242	-	1027.9	470	https://v12-2.orthodb.org/?query=34096at5125	kinase
34574at5125	Complete	CM132359.1	4071235	4072903	+	883.5	415	https://v12-2.orthodb.org/?query=34574at5125	D-isomer specific 2-hydroxyacid dehydrogenase
35032at5125	Complete	CM132356.1	5029624	5019078	-	4862.8	2103	https://v12-2.orthodb.org/?query=35032at5125	glutamate synthase 
35216at5125	Complete	CM132359.1	2772047	2768783	-	1898.9	968	https://v12-2.orthodb.org/?query=35216at5125	exocyst complex component
35308at5125	Complete	CM132356.1	2508758	2505748	-	1561.3	886	https://v12-2.orthodb.org/?query=35308at5125	Protein argonaute
35570at5125	Complete	CM132356.1	4263879	4265165	+	789.9	370	https://v12-2.orthodb.org/?query=35570at5125	C-3 sterol dehydrogenase 3-beta-hydroxysteroid dehydrogenase
35630at5125	Complete	CM132361.1	1017648	1018550	+	524.3	262	https://v12-2.orthodb.org/?query=35630at5125	ubiquitin-conjugating enzyme
35744at5125	Complete	CM132356.1	2353771	2351191	-	1322.7	721	https://v12-2.orthodb.org/?query=35744at5125	N-alpha-acetyltransferase
35964at5125	Complete	CM132359.1	2257317	2259681	+	1498.3	762	https://v12-2.orthodb.org/?query=35964at5125	mitochondrial intermediate peptidase
36134at5125	Complete	CM132356.1	2313596	2310808	-	1852.6	850	https://v12-2.orthodb.org/?query=36134at5125	V-type ATPase
36293at5125	Complete	CM132358.1	4076653	4075210	-	755.0	388	https://v12-2.orthodb.org/?query=36293at5125	N2227-like protein
36308at5125	Complete	CM132361.1	1074176	1070414	-	2016.5	1159	https://v12-2.orthodb.org/?query=36308at5125	trafficking protein particle complex subunit 11
36981at5125	Missing
38229at5125	Complete	CM132356.1	3088654	3086615	-	1094.6	578	https://v12-2.orthodb.org/?query=38229at5125	Acid phosphatase
38498at5125	Complete	CM132356.1	5598543	5597906	-	399.9	188	https://v12-2.orthodb.org/?query=38498at5125	Actin-related protein 2/3 complex subunit 3
39102at5125	Complete	CM132357.1	2977269	2979643	+	1387.1	708	https://v12-2.orthodb.org/?query=39102at5125	Radical SAM
39179at5125	Complete	CM132359.1	1415448	1416665	+	594.0	331	https://v12-2.orthodb.org/?query=39179at5125	DUF1295 domain
39338at5125	Complete	CM132357.1	3650189	3648322	-	1260.0	565	https://v12-2.orthodb.org/?query=39338at5125	t-complex protein 1 subunit alpha
39398at5125	Complete	CM132358.1	1261614	1264300	+	428.3	210	https://v12-2.orthodb.org/?query=39398at5125	endosomal cargo receptor
39467at5125	Complete	CM132356.1	5954131	5953078	-	552.8	335	https://v12-2.orthodb.org/?query=39467at5125	3 (2) 5 bisphosphate nucleotidase
39772at5125	Complete	CM132358.1	505281	503357	-	876.6	469	https://v12-2.orthodb.org/?query=39772at5125	uncharacterized alpha/beta hydrolase domain (DUF2235) domain-containing protein
40012at5125	Complete	CM132362.1	2147425	2146419	-	531.5	251	https://v12-2.orthodb.org/?query=40012at5125	adenylate kinase
40335at5125	Complete	CM132356.1	3942641	3944310	+	1160.9	535	https://v12-2.orthodb.org/?query=40335at5125	Phosphoacetylglucosamine mutase
40402at5125	Complete	CM132356.1	1327802	1325845	-	1097.7	573	https://v12-2.orthodb.org/?query=40402at5125	Tyrosine--tRNA ligase
40614at5125	Complete	CM132359.1	1996126	1997238	+	721.2	347	https://v12-2.orthodb.org/?query=40614at5125	Farnesyl pyrophosphate synthetase
41003at5125	Complete	CM132359.1	733220	735054	+	879.6	503	https://v12-2.orthodb.org/?query=41003at5125	Anthranilate synthase
41048at5125	Complete	CM132362.1	1108010	1104721	-	1562.7	813	https://v12-2.orthodb.org/?query=41048at5125	histidine-specific methyltransferase, SAM-dependent domain-containing protein
41182at5125	Complete	CM132357.1	3250987	3249416	-	952.8	461	https://v12-2.orthodb.org/?query=41182at5125	aldehyde dehydrogenase
41504at5125	Complete	CM132358.1	1911612	1910248	-	883.8	389	https://v12-2.orthodb.org/?query=41504at5125	ribosomal protein L3
41551at5125	Complete	CM132361.1	3284669	3287304	+	999.4	548	https://v12-2.orthodb.org/?query=41551at5125	PAB-dependent poly(A)-specific ribonuclease subunit
41934at5125	Complete	CM132362.1	2639637	2640864	+	664.4	372	https://v12-2.orthodb.org/?query=41934at5125	arginine-tRNA-protein transferase 1
42080at5125	Complete	CM132360.1	1345889	1346901	+	403.2	202	https://v12-2.orthodb.org/?query=42080at5125	NADH-ubiquinone oxidoreductase 24 kDa subunit
42205at5125	Complete	CM132358.1	4703631	4702544	-	654.6	345	https://v12-2.orthodb.org/?query=42205at5125	cyclin-like protein
43025at5125	Complete	CM132363.1	2012368	2013775	+	628.3	370	https://v12-2.orthodb.org/?query=43025at5125	WD40 repeat-like-containing domain
43081at5125	Complete	CM132359.1	1841710	1837511	-	2791.5	1298	https://v12-2.orthodb.org/?query=43081at5125	phospholipid-translocating P-type ATPase
43093at5125	Complete	CM132356.1	2379098	2378031	-	448.2	240	https://v12-2.orthodb.org/?query=43093at5125	tubulin cofactor B
43741at5125	Complete	CM132357.1	2938929	2937969	-	643.0	296	https://v12-2.orthodb.org/?query=43741at5125	C-4 methylsterol oxidase
43840at5125	Complete	CM132361.1	1686581	1684372	-	883.9	445	https://v12-2.orthodb.org/?query=43840at5125	kinase
43841at5125	Missing
44251at5125	Complete	CM132358.1	1903059	1901236	-	932.8	536	https://v12-2.orthodb.org/?query=44251at5125	DNA polymerase
44326at5125	Complete	CM132358.1	2431149	2427882	-	1733.7	780	https://v12-2.orthodb.org/?query=44326at5125	Aconitase
44525at5125	Complete	CM132359.1	1105602	1107402	+	713.8	428	https://v12-2.orthodb.org/?query=44525at5125	3',5'-cyclic-nucleotide phosphodiesterase
44554at5125	Complete	CM132362.1	2191256	2192603	+	629.5	368	https://v12-2.orthodb.org/?query=44554at5125	actin filament organization protein
44703at5125	Complete	CM132356.1	4147364	4146244	-	657.1	329	https://v12-2.orthodb.org/?query=44703at5125	cyclin
44919at5125	Complete	CM132362.1	2643398	2642610	-	396.3	224	https://v12-2.orthodb.org/?query=44919at5125	Conserved hypothetical, protein
45185at5125	Complete	CM132362.1	1995107	1992858	-	1019.0	526	https://v12-2.orthodb.org/?query=45185at5125	Poly(A) polymerase
45226at5125	Complete	CM132360.1	1393136	1392556	-	215.5	109	https://v12-2.orthodb.org/?query=45226at5125	Ribosomal protein L30
45437at5125	Complete	CM132363.1	2226425	2225830	-	362.0	178	https://v12-2.orthodb.org/?query=45437at5125	Ribosomal protein L13
45442at5125	Complete	CM132359.1	1707969	1706283	-	1038.9	540	https://v12-2.orthodb.org/?query=45442at5125	D-lactate dehydrogenase 
45760at5125	Complete	CM132361.1	1113495	1111610	-	1134.4	570	https://v12-2.orthodb.org/?query=45760at5125	Lysine--tRNA ligase
45902at5125	Complete	CM132359.1	2915093	2914378	-	283.9	176	https://v12-2.orthodb.org/?query=45902at5125	translation machinery-associated
46219at5125	Complete	CM132362.1	1831057	1832579	+	794.1	398	https://v12-2.orthodb.org/?query=46219at5125	magnesium transporter
46325at5125	Complete	CM132362.1	1635197	1635655	+	215.8	116	https://v12-2.orthodb.org/?query=46325at5125	40S ribosomal protein s20
46331at5125	Complete	CM132356.1	4375086	4377692	+	1645.2	845	https://v12-2.orthodb.org/?query=46331at5125	exocyst complex component
46518at5125	Missing
46589at5125	Complete	CM132359.1	1369005	1370042	+	479.8	245	https://v12-2.orthodb.org/?query=46589at5125	Triosephosphate isomerase
46889at5125	Complete	CM132357.1	2553196	2560405	+	4524.8	2080	https://v12-2.orthodb.org/?query=46889at5125	fatty acid synthase beta subunit
46939at5125	Complete	CM132361.1	1491155	1493449	+	1289.9	637	https://v12-2.orthodb.org/?query=46939at5125	Methylcrotonoyl-CoA carboxylase
46946at5125	Complete	CM132358.1	1937408	1940419	+	1003.0	820	https://v12-2.orthodb.org/?query=46946at5125	prefoldin subunit
47007at5125	Complete	CM132362.1	1597290	1598490	+	728.1	385	https://v12-2.orthodb.org/?query=47007at5125	Sir2 family
47141at5125	Complete	CM132356.1	983419	982048	-	719.2	393	https://v12-2.orthodb.org/?query=47141at5125	WD domain containing
47364at5125	Complete	CM132363.1	2289605	2288469	-	414.0	213	https://v12-2.orthodb.org/?query=47364at5125	Ran-specific GTPase-activating protein 1
47502at5125	Complete	CM132359.1	1202407	1200769	-	955.7	469	https://v12-2.orthodb.org/?query=47502at5125	peptidase M18
47657at5125	Complete	CM132356.1	4402703	4403313	+	193.6	114	https://v12-2.orthodb.org/?query=47657at5125	ribosome maturation protein
48014at5125	Complete	CM132359.1	4054953	4046916	-	479.8	274	https://v12-2.orthodb.org/?query=48014at5125	cupin-like domain-domain-containing protein
48049at5125	Complete	CM132357.1	1501209	1503045	+	874.7	476	https://v12-2.orthodb.org/?query=48049at5125	dynein light intermediate chain
48063at5125	Complete	CM132359.1	3772272	3773073	+	247.0	224	https://v12-2.orthodb.org/?query=48063at5125	copper homeostasis
48091at5125	Complete	CM132362.1	2347115	2346713	-	175.9	100	https://v12-2.orthodb.org/?query=48091at5125	cytochrome c oxidase
48777at5125	Complete	CM132361.1	3532118	3533674	+	493.0	373	https://v12-2.orthodb.org/?query=48777at5125	Di-sulfide bridge nucleocytoplasmic transport domain
49025at5125	Complete	CM132358.1	719934	718245	-	990.4	478	https://v12-2.orthodb.org/?query=49025at5125	carboxylic acid transporter
49263at5125	Complete	CM132363.1	1889864	1894134	+	1240.3	581	https://v12-2.orthodb.org/?query=49263at5125	UDP-glucose-6-dehydrogenase
49280at5125	Complete	CM132358.1	4031369	4033217	+	1076.3	551	https://v12-2.orthodb.org/?query=49280at5125	FAD binding domain
49463at5125	Complete	CM132357.1	272247	271393	-	562.1	266	https://v12-2.orthodb.org/?query=49463at5125	mannitol dehydrogenase
49865at5125	Complete	CM132359.1	2130234	2128750	-	893.0	456	https://v12-2.orthodb.org/?query=49865at5125	WD40/YVTN repeat-like-containing domain
50124at5125	Complete	CM132362.1	944855	949334	+	2330.1	1397	https://v12-2.orthodb.org/?query=50124at5125	DNA-directed RNA polymerase
50128at5125	Complete	CM132362.1	2328005	2330893	+	1109.7	648	https://v12-2.orthodb.org/?query=50128at5125	WD40 repeat-like-containing domain
50655at5125	Complete	CM132356.1	3690372	3688101	-	444.5	563	https://v12-2.orthodb.org/?query=50655at5125	fungal specific transcription factor domain containing protein
50750at5125	Complete	CM132361.1	2165079	2166464	+	801.4	369	https://v12-2.orthodb.org/?query=50750at5125	isovaleryl-CoA dehydrogenase
51549at5125	Complete	CM132361.1	2798898	2801103	+	1010.0	443	https://v12-2.orthodb.org/?query=51549at5125	translation elongation factor
52787at5125	Complete	CM132357.1	3352616	3351761	-	383.4	214	https://v12-2.orthodb.org/?query=52787at5125	mitochondrial import inner membrane translocase
52834at5125	Complete	CM132362.1	1625889	1622589	-	1777.7	893	https://v12-2.orthodb.org/?query=52834at5125	Phosphatidylinositol 4-kinase
52936at5125	Complete	CM132357.1	2360615	2362335	+	833.0	419	https://v12-2.orthodb.org/?query=52936at5125	ATPase
52986at5125	Complete	CM132358.1	3720503	3723788	+	1088.3	516	https://v12-2.orthodb.org/?query=52986at5125	cytochrome P450
53093at5125	Complete	CM132357.1	1513130	1514702	+	932.0	502	https://v12-2.orthodb.org/?query=53093at5125	molybdopterin-converting factor
53100at5125	Complete	CM132358.1	3648338	3645866	-	1548.9	772	https://v12-2.orthodb.org/?query=53100at5125	aspartate-tRNA ligase
53485at5125	Complete	CM132361.1	1336791	1337501	+	253.9	129	https://v12-2.orthodb.org/?query=53485at5125	cytochrome c oxidase assembly
53733at5125	Complete	CM132359.1	2444588	2447401	+	1202.5	694	https://v12-2.orthodb.org/?query=53733at5125	3'5'-cyclic nucleotide phosphodiesterase
53840at5125	Complete	CM132361.1	2200787	2202094	+	798.8	417	https://v12-2.orthodb.org/?query=53840at5125	mitochondrial trans-2-enoyl-CoA reductase
