# BUSCO version is: 6.0.0 
# The lineage dataset is: hypocreales_odb12.2 (Creation date: 2026-05-13, number of genomes: 71, number of BUSCOs: 4077)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
26076at5125	Duplicated	CM010338.1	3352908	3354836	+	1147.3	565	https://v12-2.orthodb.org/?query=26076at5125	AMP-binding
26076at5125	Duplicated	QESU01000058.1	32468	30649	-	990.3	526	https://v12-2.orthodb.org/?query=26076at5125	AMP-binding
26076at5125	Duplicated	QESU01000453.1	32468	30649	-	990.3	526	https://v12-2.orthodb.org/?query=26076at5125	AMP-binding
27800at5125	Complete	CM010339.1	2344650	2346561	+	1117.5	605	https://v12-2.orthodb.org/?query=27800at5125	ATPase
27835at5125	Complete	CM010336.1	1927360	1928439	+	545.4	291	https://v12-2.orthodb.org/?query=27835at5125	protein DJ-1
28081at5125	Complete	CM010338.1	3384593	3382893	-	1024.0	516	https://v12-2.orthodb.org/?query=28081at5125	glutathione synthase
28608at5125	Complete	CM010338.1	1276161	1277523	+	889.1	383	https://v12-2.orthodb.org/?query=28608at5125	septin
28628at5125	Complete	CM010339.1	2941408	2943345	+	449.1	262	https://v12-2.orthodb.org/?query=28628at5125	defective in cullin neddylation protein
28680at5125	Complete	CM010339.1	1281171	1281775	+	397.3	183	https://v12-2.orthodb.org/?query=28680at5125	U3 small nucleolar ribonucleoprotein IMP3
28761at5125	Complete	CM010337.1	977115	976807	-	162.8	85	https://v12-2.orthodb.org/?query=28761at5125	diphthamide biosynthesis
29110at5125	Complete	CM010336.1	2675083	2665254	-	971.4	521	https://v12-2.orthodb.org/?query=29110at5125	adenosine deaminase
29239at5125	Complete	CM010339.1	3607709	3606524	-	698.6	350	https://v12-2.orthodb.org/?query=29239at5125	SUR2
29332at5125	Complete	CM010336.1	3100372	3097770	-	837.6	411	https://v12-2.orthodb.org/?query=29332at5125	Aspartate aminotransferase
29445at5125	Complete	CM010341.1	363333	361739	-	882.7	453	https://v12-2.orthodb.org/?query=29445at5125	adenosylmethionine decarboxylase
29491at5125	Complete	CM010339.1	1494147	1492704	-	820.2	376	https://v12-2.orthodb.org/?query=29491at5125	s-(hydroxymethyl)glutathione dehydrogenase
29617at5125	Complete	CM010338.1	1103076	1101316	-	904.6	465	https://v12-2.orthodb.org/?query=29617at5125	Aspartate kinase
29683at5125	Complete	CM010335.1	961369	962762	+	834.1	409	https://v12-2.orthodb.org/?query=29683at5125	Acetylornithine aminotransferase
30317at5125	Complete	CM010341.1	1919904	1923735	+	2346.1	1110	https://v12-2.orthodb.org/?query=30317at5125	cell division control protein
30405at5125	Complete	CM010339.1	2600932	2602497	+	879.5	409	https://v12-2.orthodb.org/?query=30405at5125	Mandelate racemase/muconate lactonizing enzyme
30923at5125	Complete	CM010337.1	1664634	1665106	+	261.1	128	https://v12-2.orthodb.org/?query=30923at5125	vacuolar protein sorting 55
31012at5125	Complete	CM010339.1	1938280	1939351	+	683.0	343	https://v12-2.orthodb.org/?query=31012at5125	MYG1
31075at5125	Complete	CM010338.1	2309427	2313433	+	871.8	491	https://v12-2.orthodb.org/?query=31075at5125	Alcohol dehydrogenase-like, C-terminal
31179at5125	Complete	CM010341.1	873031	871535	-	791.8	431	https://v12-2.orthodb.org/?query=31179at5125	polyribonucleotide 5'-hydroxyl-kinase
31314at5125	Complete	CM010337.1	1146866	1143556	-	1972.2	953	https://v12-2.orthodb.org/?query=31314at5125	Frag1/DRAM/Sfk1 family-domain-containing protein
31343at5125	Complete	CM010338.1	1773453	1775678	+	1425.7	703	https://v12-2.orthodb.org/?query=31343at5125	mitochondrial carrier
31619at5125	Complete	CM010339.1	3867584	3871488	+	2780.1	1244	https://v12-2.orthodb.org/?query=31619at5125	DNA-directed RNA polymerase
31696at5125	Complete	CM010339.1	3551092	3553831	+	1614.7	777	https://v12-2.orthodb.org/?query=31696at5125	bifunctional purine biosynthetic
31753at5125	Complete	CM010335.1	3541058	3541422	+	152.7	76	https://v12-2.orthodb.org/?query=31753at5125	U6 snRNA-associated Sm-like protein
32105at5125	Complete	CM010335.1	3030794	3027592	-	1483.1	894	https://v12-2.orthodb.org/?query=32105at5125	mediator complex subunit
32145at5125	Complete	CM010340.1	1631432	1629149	-	928.0	547	https://v12-2.orthodb.org/?query=32145at5125	Zn(2)-C6 fungal-type DNA-binding domain
32284at5125	Complete	CM010336.1	926968	923291	-	2115.1	972	https://v12-2.orthodb.org/?query=32284at5125	U5 small nuclear ribonucleoprotein component
32488at5125	Complete	CM010336.1	521779	519422	-	457.6	245	https://v12-2.orthodb.org/?query=32488at5125	adenylate kinase
32666at5125	Complete	CM010335.1	1702015	1700828	-	591.1	309	https://v12-2.orthodb.org/?query=32666at5125	atp phosphoribosyltransferase
32730at5125	Complete	CM010339.1	2259544	2261023	+	982.4	447	https://v12-2.orthodb.org/?query=32730at5125	kinase
32748at5125	Complete	CM010335.1	1212504	1211316	-	709.3	339	https://v12-2.orthodb.org/?query=32748at5125	regulator of g- signaling domain-containing
33012at5125	Complete	CM010337.1	2266857	2268684	+	1132.1	562	https://v12-2.orthodb.org/?query=33012at5125	pyruvate decarboxylase
33090at5125	Complete	CM010340.1	3355146	3353790	-	808.8	371	https://v12-2.orthodb.org/?query=33090at5125	sterol 24-C-methyltransferase
33101at5125	Complete	CM010340.1	2693786	2691998	-	1122.9	525	https://v12-2.orthodb.org/?query=33101at5125	transporter
33226at5125	Complete	CM010338.1	4374242	4375467	+	540.6	348	https://v12-2.orthodb.org/?query=33226at5125	serine aminopeptidase, s33 domain-containing protein
33299at5125	Complete	CM010335.1	2650318	2651614	+	599.4	320	https://v12-2.orthodb.org/?query=33299at5125	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
33840at5125	Complete	CM010336.1	2949341	2952565	+	2060.7	969	https://v12-2.orthodb.org/?query=33840at5125	Armadillo-type fold domain containing
33926at5125	Complete	CM010337.1	2456837	2456097	-	230.6	126	https://v12-2.orthodb.org/?query=33926at5125	hit family protein 1
33953at5125	Complete	CM010338.1	2503373	2502519	-	288.1	139	https://v12-2.orthodb.org/?query=33953at5125	TRAPP complex subunit (Bet5)
34096at5125	Complete	CM010340.1	3397122	3395406	-	1027.9	470	https://v12-2.orthodb.org/?query=34096at5125	kinase
34574at5125	Complete	CM010338.1	972141	970473	-	882.8	415	https://v12-2.orthodb.org/?query=34574at5125	D-isomer specific 2-hydroxyacid dehydrogenase
35032at5125	Complete	CM010335.1	1407794	1418320	+	4864.0	2103	https://v12-2.orthodb.org/?query=35032at5125	glutamate synthase 
35216at5125	Complete	CM010338.1	2271933	2275197	+	1899.7	968	https://v12-2.orthodb.org/?query=35216at5125	exocyst complex component
35308at5125	Complete	CM010335.1	3896194	3899211	+	1562.4	886	https://v12-2.orthodb.org/?query=35308at5125	Protein argonaute
35570at5125	Complete	CM010335.1	2178010	2176724	-	788.5	370	https://v12-2.orthodb.org/?query=35570at5125	C-3 sterol dehydrogenase 3-beta-hydroxysteroid dehydrogenase
35630at5125	Complete	CM010340.1	945879	946781	+	524.6	262	https://v12-2.orthodb.org/?query=35630at5125	ubiquitin-conjugating enzyme
35744at5125	Complete	CM010335.1	4051838	4054420	+	1322.6	721	https://v12-2.orthodb.org/?query=35744at5125	N-alpha-acetyltransferase
35964at5125	Complete	CM010338.1	2786564	2784200	-	1495.0	762	https://v12-2.orthodb.org/?query=35964at5125	mitochondrial intermediate peptidase
36134at5125	Complete	CM010335.1	4092024	4094812	+	1852.6	850	https://v12-2.orthodb.org/?query=36134at5125	V-type ATPase
36293at5125	Complete	CM010337.1	4067341	4065886	-	751.4	388	https://v12-2.orthodb.org/?query=36293at5125	N2227-like protein
36308at5125	Complete	CM010340.1	1003657	999886	-	2012.5	1159	https://v12-2.orthodb.org/?query=36308at5125	trafficking protein particle complex subunit 11
36981at5125	Missing
38229at5125	Duplicated	QESU01000057.1	89132	91204	+	1056.6	582	https://v12-2.orthodb.org/?query=38229at5125	Acid phosphatase
38229at5125	Duplicated	QESU01000452.1	89132	91204	+	1056.6	582	https://v12-2.orthodb.org/?query=38229at5125	Acid phosphatase
38229at5125	Duplicated	QESU01000094.1	29004	26920	-	1036.0	582	https://v12-2.orthodb.org/?query=38229at5125	Acid phosphatase
38229at5125	Duplicated	CM010335.1	3337311	3339344	+	1096.2	578	https://v12-2.orthodb.org/?query=38229at5125	Acid phosphatase
38498at5125	Complete	CM010335.1	844867	845504	+	399.8	188	https://v12-2.orthodb.org/?query=38498at5125	Actin-related protein 2/3 complex subunit 3
39102at5125	Complete	CM010336.1	2817406	2819780	+	1387.4	708	https://v12-2.orthodb.org/?query=39102at5125	Radical SAM
39179at5125	Complete	CM010338.1	3620804	3619587	-	594.1	331	https://v12-2.orthodb.org/?query=39179at5125	DUF1295 domain
39338at5125	Complete	CM010336.1	3489376	3487507	-	1260.0	565	https://v12-2.orthodb.org/?query=39338at5125	t-complex protein 1 subunit alpha
39398at5125	Complete	CM010337.1	1280084	1282769	+	428.3	210	https://v12-2.orthodb.org/?query=39398at5125	endosomal cargo receptor
39467at5125	Complete	CM010335.1	489898	490951	+	553.3	335	https://v12-2.orthodb.org/?query=39467at5125	3 (2) 5 bisphosphate nucleotidase
39772at5125	Complete	CM010337.1	529485	527561	-	877.7	469	https://v12-2.orthodb.org/?query=39772at5125	uncharacterized alpha/beta hydrolase domain (DUF2235) domain-containing protein
40012at5125	Complete	CM010341.1	2105437	2104430	-	531.5	251	https://v12-2.orthodb.org/?query=40012at5125	adenylate kinase
40335at5125	Complete	CM010335.1	2498720	2497051	-	1161.7	535	https://v12-2.orthodb.org/?query=40335at5125	Phosphoacetylglucosamine mutase
40402at5125	Complete	CM010335.1	5076394	5078351	+	1097.9	573	https://v12-2.orthodb.org/?query=40402at5125	Tyrosine--tRNA ligase
40614at5125	Complete	CM010338.1	3041797	3040685	-	721.2	347	https://v12-2.orthodb.org/?query=40614at5125	Farnesyl pyrophosphate synthetase
41003at5125	Complete	CM010338.1	4302839	4301005	-	880.0	503	https://v12-2.orthodb.org/?query=41003at5125	Anthranilate synthase
41048at5125	Complete	CM010341.1	1075257	1071968	-	1550.1	813	https://v12-2.orthodb.org/?query=41048at5125	histidine-specific methyltransferase, SAM-dependent domain-containing protein
41182at5125	Complete	CM010336.1	3089988	3088418	-	949.3	461	https://v12-2.orthodb.org/?query=41182at5125	aldehyde dehydrogenase
41504at5125	Complete	CM010337.1	1926088	1924721	-	883.8	389	https://v12-2.orthodb.org/?query=41504at5125	ribosomal protein L3
41551at5125	Complete	CM010340.1	3200028	3202664	+	999.4	548	https://v12-2.orthodb.org/?query=41551at5125	PAB-dependent poly(A)-specific ribonuclease subunit
41934at5125	Complete	CM010341.1	2598912	2600139	+	664.5	372	https://v12-2.orthodb.org/?query=41934at5125	arginine-tRNA-protein transferase 1
42080at5125	Complete	CM010339.1	1314657	1315669	+	401.2	202	https://v12-2.orthodb.org/?query=42080at5125	NADH-ubiquinone oxidoreductase 24 kDa subunit
42205at5125	Complete	CM010337.1	4650283	4651370	+	654.6	345	https://v12-2.orthodb.org/?query=42205at5125	cyclin-like protein
43025at5125	Complete	CM010342.1	1627382	1628789	+	629.8	370	https://v12-2.orthodb.org/?query=43025at5125	WD40 repeat-like-containing domain
43081at5125	Complete	CM010338.1	3196278	3200477	+	2791.5	1298	https://v12-2.orthodb.org/?query=43081at5125	phospholipid-translocating P-type ATPase
43093at5125	Complete	CM010335.1	4026544	4027580	+	448.4	240	https://v12-2.orthodb.org/?query=43093at5125	tubulin cofactor B
43741at5125	Complete	CM010336.1	2779189	2778229	-	643.0	296	https://v12-2.orthodb.org/?query=43741at5125	C-4 methylsterol oxidase
43840at5125	Complete	CM010340.1	1615544	1613333	-	883.9	445	https://v12-2.orthodb.org/?query=43840at5125	kinase
43841at5125	Missing
44251at5125	Complete	CM010337.1	1917532	1915709	-	934.2	536	https://v12-2.orthodb.org/?query=44251at5125	DNA polymerase
44326at5125	Complete	CM010337.1	2450189	2446922	-	1733.7	780	https://v12-2.orthodb.org/?query=44326at5125	Aconitase
44525at5125	Complete	CM010338.1	3928559	3926759	-	714.8	428	https://v12-2.orthodb.org/?query=44525at5125	3',5'-cyclic-nucleotide phosphodiesterase
44554at5125	Complete	CM010341.1	2149263	2150610	+	626.7	368	https://v12-2.orthodb.org/?query=44554at5125	actin filament organization protein
44703at5125	Complete	CM010335.1	2294480	2295600	+	657.1	329	https://v12-2.orthodb.org/?query=44703at5125	cyclin
44919at5125	Complete	CM010341.1	2602673	2601885	-	396.3	224	https://v12-2.orthodb.org/?query=44919at5125	Conserved hypothetical, protein
45185at5125	Complete	CM010341.1	1949656	1947472	-	1034.6	526	https://v12-2.orthodb.org/?query=45185at5125	Poly(A) polymerase
45226at5125	Complete	CM010339.1	1362108	1361528	-	215.5	109	https://v12-2.orthodb.org/?query=45226at5125	Ribosomal protein L30
45437at5125	Complete	CM010342.1	1841547	1840952	-	362.0	178	https://v12-2.orthodb.org/?query=45437at5125	Ribosomal protein L13
45442at5125	Complete	CM010338.1	3331606	3336371	+	1035.6	542	https://v12-2.orthodb.org/?query=45442at5125	D-lactate dehydrogenase 
45760at5125	Complete	CM010340.1	1042492	1040607	-	1134.4	570	https://v12-2.orthodb.org/?query=45760at5125	Lysine--tRNA ligase
45902at5125	Complete	CM010338.1	2128208	2128923	+	283.5	176	https://v12-2.orthodb.org/?query=45902at5125	translation machinery-associated
46219at5125	Complete	CM010341.1	1792073	1793595	+	794.1	398	https://v12-2.orthodb.org/?query=46219at5125	magnesium transporter
46325at5125	Complete	CM010341.1	1593990	1594448	+	215.8	116	https://v12-2.orthodb.org/?query=46325at5125	40S ribosomal protein s20
46331at5125	Complete	CM010335.1	2069939	2067333	-	1644.4	845	https://v12-2.orthodb.org/?query=46331at5125	exocyst complex component
46518at5125	Missing
46589at5125	Complete	CM010338.1	3667300	3666263	-	479.8	245	https://v12-2.orthodb.org/?query=46589at5125	Triosephosphate isomerase
46889at5125	Duplicated	QESU01000056.1	92674	86310	-	4502.8	2093	https://v12-2.orthodb.org/?query=46889at5125	fatty acid synthase beta subunit
46889at5125	Duplicated	QESU01000451.1	92674	86310	-	4502.8	2093	https://v12-2.orthodb.org/?query=46889at5125	fatty acid synthase beta subunit
46889at5125	Duplicated	CM010336.1	2398778	2405834	+	4525.3	2087	https://v12-2.orthodb.org/?query=46889at5125	fatty acid synthase beta subunit
46939at5125	Complete	CM010340.1	1419316	1421610	+	1292.7	637	https://v12-2.orthodb.org/?query=46939at5125	Methylcrotonoyl-CoA carboxylase
46946at5125	Complete	CM010337.1	1951413	1954424	+	1001.7	820	https://v12-2.orthodb.org/?query=46946at5125	prefoldin subunit
47007at5125	Complete	CM010341.1	1556086	1557286	+	731.2	385	https://v12-2.orthodb.org/?query=47007at5125	Sir2 family
47141at5125	Complete	CM010335.1	5417022	5418393	+	717.8	393	https://v12-2.orthodb.org/?query=47141at5125	WD domain containing
47364at5125	Complete	CM010342.1	1904788	1903652	-	414.5	213	https://v12-2.orthodb.org/?query=47364at5125	Ran-specific GTPase-activating protein 1
47502at5125	Complete	CM010338.1	3831804	3833442	+	957.0	469	https://v12-2.orthodb.org/?query=47502at5125	peptidase M18
47657at5125	Complete	CM010335.1	2042288	2041678	-	193.6	114	https://v12-2.orthodb.org/?query=47657at5125	ribosome maturation protein
48014at5125	Complete	CM010338.1	988985	997046	+	501.1	274	https://v12-2.orthodb.org/?query=48014at5125	cupin-like domain-domain-containing protein
48049at5125	Complete	CM010336.1	1366529	1368365	+	874.7	476	https://v12-2.orthodb.org/?query=48049at5125	dynein light intermediate chain
48063at5125	Complete	CM010338.1	1268388	1267387	-	245.0	224	https://v12-2.orthodb.org/?query=48063at5125	copper homeostasis
48091at5125	Complete	CM010341.1	2306119	2305717	-	176.5	100	https://v12-2.orthodb.org/?query=48091at5125	cytochrome c oxidase
48777at5125	Complete	CM010340.1	3403267	3404823	+	490.9	373	https://v12-2.orthodb.org/?query=48777at5125	Di-sulfide bridge nucleocytoplasmic transport domain
49025at5125	Complete	CM010337.1	735029	733340	-	990.4	478	https://v12-2.orthodb.org/?query=49025at5125	carboxylic acid transporter
49263at5125	Complete	CM010342.1	1508684	1510742	+	1217.2	581	https://v12-2.orthodb.org/?query=49263at5125	UDP-glucose-6-dehydrogenase
49280at5125	Complete	CM010337.1	4022043	4023891	+	1074.7	551	https://v12-2.orthodb.org/?query=49280at5125	FAD binding domain
49463at5125	Complete	CM010336.1	234972	234118	-	562.1	266	https://v12-2.orthodb.org/?query=49463at5125	mannitol dehydrogenase
49865at5125	Complete	CM010338.1	2913744	2915228	+	875.0	456	https://v12-2.orthodb.org/?query=49865at5125	WD40/YVTN repeat-like-containing domain
50124at5125	Complete	CM010341.1	911682	916160	+	2329.8	1397	https://v12-2.orthodb.org/?query=50124at5125	DNA-directed RNA polymerase
50128at5125	Complete	CM010341.1	2287018	2289906	+	1108.6	648	https://v12-2.orthodb.org/?query=50128at5125	WD40 repeat-like-containing domain
50655at5125	Complete	CM010335.1	2731457	2733725	+	451.0	565	https://v12-2.orthodb.org/?query=50655at5125	fungal specific transcription factor domain containing protein
50750at5125	Complete	CM010340.1	2098354	2099724	+	801.4	369	https://v12-2.orthodb.org/?query=50750at5125	isovaleryl-CoA dehydrogenase
51549at5125	Complete	CM010340.1	2715057	2717418	+	1009.9	443	https://v12-2.orthodb.org/?query=51549at5125	translation elongation factor
52787at5125	Complete	CM010336.1	3194529	3193674	-	383.4	214	https://v12-2.orthodb.org/?query=52787at5125	mitochondrial import inner membrane translocase
52834at5125	Complete	CM010341.1	1584699	1581399	-	1776.7	893	https://v12-2.orthodb.org/?query=52834at5125	Phosphatidylinositol 4-kinase
52936at5125	Complete	CM010336.1	2204552	2206272	+	833.0	419	https://v12-2.orthodb.org/?query=52936at5125	ATPase
