# BUSCO version is: 6.0.0 
# The lineage dataset is: hypocreales_odb12.2 (Creation date: 2026-05-13, number of genomes: 71, number of BUSCOs: 4077)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
19978at5125	Complete	CP052040.1	2849979	2852576	+	564.2	304	https://v12-2.orthodb.org/?query=19978at5125	N-glycosylase
20040at5125	Complete	CP052038.1	1667094	1665602	-	636.6	299	https://v12-2.orthodb.org/?query=20040at5125	mitochondrial carrier
20148at5125	Complete	CP052041.1	3516748	3515705	-	588.5	276	https://v12-2.orthodb.org/?query=20148at5125	2-methoxy-6-polyprenyl-1 4-benzoquinol methylase
20908at5125	Complete	CP052046.1	1271980	1273464	+	953.0	426	https://v12-2.orthodb.org/?query=20908at5125	6-phosphofructo-2-kinase
21210at5125	Complete	CP052045.1	1227853	1226612	-	806.2	379	https://v12-2.orthodb.org/?query=21210at5125	galactose-1-phosphate uridyl transferase
21908at5125	Complete	CP052039.1	4281180	4279993	-	766.2	334	https://v12-2.orthodb.org/?query=21908at5125	Septin
21926at5125	Complete	CP052046.1	2109118	2107740	-	841.3	354	https://v12-2.orthodb.org/?query=21926at5125	guanine nucleotide-binding protein subunit beta
22255at5125	Complete	CP052043.1	2580964	2579592	-	782.7	351	https://v12-2.orthodb.org/?query=22255at5125	glucosamine-6-phosphate isomerase
22269at5125	Complete	CP052045.1	1166443	1165082	-	785.3	371	https://v12-2.orthodb.org/?query=22269at5125	UDP-glucose 4-epimerase
22746at5125	Complete	CP052042.1	2998643	2999698	+	688.7	329	https://v12-2.orthodb.org/?query=22746at5125	chitin synthase export chaperone
23119at5125	Complete	CP052038.1	4328606	4328059	-	282.4	141	https://v12-2.orthodb.org/?query=23119at5125	Putative PRO41 protein
23161at5125	Complete	CP052040.1	1622046	1622498	+	209.8	107	https://v12-2.orthodb.org/?query=23161at5125	Zinc Finger Protein
23233at5125	Complete	CP052038.1	1522659	1520405	-	1446.7	699	https://v12-2.orthodb.org/?query=23233at5125	SAC1
23402at5125	Complete	CP052045.1	1643449	1642087	-	887.1	427	https://v12-2.orthodb.org/?query=23402at5125	ornithine aminotransferase
23412at5125	Complete	CP052042.1	2436980	2443159	+	321.7	154	https://v12-2.orthodb.org/?query=23412at5125	dynein light chain
23533at5125	Complete	CP052043.1	3807511	3808675	+	645.0	348	https://v12-2.orthodb.org/?query=23533at5125	L-galactose dehydrogenase (L-)
23667at5125	Complete	CP052038.1	3307019	3304601	-	1611.1	755	https://v12-2.orthodb.org/?query=23667at5125	dolichyl-phosphate-mannose-protein mannosyltransferase
25334at5125	Complete	CP052038.1	2289771	2293268	+	2145.8	981	https://v12-2.orthodb.org/?query=25334at5125	Glycoside hydrolase family 63
25341at5125	Complete	CP052046.1	2506366	2507516	+	487.1	252	https://v12-2.orthodb.org/?query=25341at5125	Mpv17/PMP22 family protein
25373at5125	Complete	CP052040.1	969553	967330	-	1274.8	716	https://v12-2.orthodb.org/?query=25373at5125	F-box/WD repeat-containing protein 1A
25777at5125	Duplicated	CP052046.1	752511	754009	+	882.3	384	https://v12-2.orthodb.org/?query=25777at5125	actin
25777at5125	Duplicated	CP052044.1	1996897	1998238	+	842.2	383	https://v12-2.orthodb.org/?query=25777at5125	actin
25777at5125	Duplicated	CP052044.1	3845613	3844272	-	840.2	383	https://v12-2.orthodb.org/?query=25777at5125	actin
25837at5125	Complete	CP052038.1	3002118	3000528	-	1095.0	477	https://v12-2.orthodb.org/?query=25837at5125	UTP--glucose-1-phosphate uridylyltransferase
25927at5125	Complete	CP052046.1	2057216	2053927	-	2194.4	1044	https://v12-2.orthodb.org/?query=25927at5125	glutamate dehydrogenase
25989at5125	Complete	CP052039.1	1372430	1371480	-	468.1	270	https://v12-2.orthodb.org/?query=25989at5125	hydrolase
26076at5125	Complete	CP052040.1	1607806	1605878	-	1151.3	565	https://v12-2.orthodb.org/?query=26076at5125	AMP-binding
27800at5125	Complete	CP052042.1	2413152	2415063	+	1118.1	605	https://v12-2.orthodb.org/?query=27800at5125	ATPase
27835at5125	Complete	CP052041.1	2748122	2747043	-	546.2	291	https://v12-2.orthodb.org/?query=27835at5125	protein DJ-1
28081at5125	Complete	CP052040.1	1576179	1577879	+	1024.0	516	https://v12-2.orthodb.org/?query=28081at5125	glutathione synthase
28608at5125	Complete	CP052040.1	3675903	3674541	-	889.4	383	https://v12-2.orthodb.org/?query=28608at5125	septin
28628at5125	Complete	CP052042.1	3011077	3013014	+	449.6	262	https://v12-2.orthodb.org/?query=28628at5125	defective in cullin neddylation protein
28680at5125	Complete	CP052042.1	1320414	1321018	+	397.3	183	https://v12-2.orthodb.org/?query=28680at5125	U3 small nucleolar ribonucleoprotein IMP3
28761at5125	Complete	CP052039.1	4339361	4339669	+	162.8	85	https://v12-2.orthodb.org/?query=28761at5125	diphthamide biosynthesis
29110at5125	Complete	CP052041.1	2017813	2019843	+	972.1	521	https://v12-2.orthodb.org/?query=29110at5125	adenosine deaminase
29239at5125	Complete	CP052042.1	3674469	3673284	-	698.8	350	https://v12-2.orthodb.org/?query=29239at5125	SUR2
29332at5125	Complete	CP052041.1	1586991	1590674	+	837.5	411	https://v12-2.orthodb.org/?query=29332at5125	Aspartate aminotransferase
29445at5125	Complete	CP052045.1	620064	618582	-	884.7	452	https://v12-2.orthodb.org/?query=29445at5125	adenosylmethionine decarboxylase
29491at5125	Complete	CP052042.1	1534177	1532734	-	820.2	376	https://v12-2.orthodb.org/?query=29491at5125	s-(hydroxymethyl)glutathione dehydrogenase
29617at5125	Complete	CP052040.1	3845278	3847192	+	941.8	497	https://v12-2.orthodb.org/?query=29617at5125	Aspartate kinase
29683at5125	Complete	CP052038.1	5407377	5405984	-	832.2	409	https://v12-2.orthodb.org/?query=29683at5125	Acetylornithine aminotransferase
30317at5125	Complete	CP052045.1	2152981	2156812	+	2346.0	1110	https://v12-2.orthodb.org/?query=30317at5125	cell division control protein
30405at5125	Complete	CP052042.1	2669600	2671174	+	879.6	409	https://v12-2.orthodb.org/?query=30405at5125	Mandelate racemase/muconate lactonizing enzyme
30923at5125	Complete	CP052039.1	3653944	3653472	-	261.1	128	https://v12-2.orthodb.org/?query=30923at5125	vacuolar protein sorting 55
31012at5125	Complete	CP052042.1	1976369	1977440	+	683.0	343	https://v12-2.orthodb.org/?query=31012at5125	MYG1
31075at5125	Complete	CP052040.1	2647314	2643316	-	872.6	490	https://v12-2.orthodb.org/?query=31075at5125	Alcohol dehydrogenase-like, C-terminal
31179at5125	Complete	CP052045.1	1106700	1105204	-	791.7	431	https://v12-2.orthodb.org/?query=31179at5125	polyribonucleotide 5'-hydroxyl-kinase
31314at5125	Complete	CP052039.1	4169346	4172656	+	1973.6	953	https://v12-2.orthodb.org/?query=31314at5125	Frag1/DRAM/Sfk1 family-domain-containing protein
31343at5125	Complete	CP052040.1	3176533	3174308	-	1424.4	703	https://v12-2.orthodb.org/?query=31343at5125	mitochondrial carrier
31619at5125	Complete	CP052042.1	3933350	3937254	+	2781.4	1244	https://v12-2.orthodb.org/?query=31619at5125	DNA-directed RNA polymerase
31696at5125	Complete	CP052042.1	3617874	3620613	+	1613.6	777	https://v12-2.orthodb.org/?query=31696at5125	bifunctional purine biosynthetic
31753at5125	Complete	CP052038.1	2827926	2827562	-	152.7	76	https://v12-2.orthodb.org/?query=31753at5125	U6 snRNA-associated Sm-like protein
32105at5125	Complete	CP052038.1	3338243	3341444	+	1459.1	894	https://v12-2.orthodb.org/?query=32105at5125	mediator complex subunit
32145at5125	Complete	CP052043.1	2650496	2652780	+	928.7	540	https://v12-2.orthodb.org/?query=32145at5125	Zn(2)-C6 fungal-type DNA-binding domain
32284at5125	Complete	CP052041.1	3765185	3768862	+	2118.6	972	https://v12-2.orthodb.org/?query=32284at5125	U5 small nuclear ribonucleoprotein component
32488at5125	Complete	CP052041.1	4163725	4164580	+	440.1	245	https://v12-2.orthodb.org/?query=32488at5125	adenylate kinase
32666at5125	Complete	CP052038.1	4665117	4666304	+	591.1	309	https://v12-2.orthodb.org/?query=32666at5125	atp phosphoribosyltransferase
32730at5125	Complete	CP052042.1	2327916	2329395	+	983.3	447	https://v12-2.orthodb.org/?query=32730at5125	kinase
32748at5125	Complete	CP052038.1	5156173	5157361	+	709.3	339	https://v12-2.orthodb.org/?query=32748at5125	regulator of g- signaling domain-containing
33012at5125	Complete	CP052039.1	3051983	3050156	-	1132.8	562	https://v12-2.orthodb.org/?query=33012at5125	pyruvate decarboxylase
33090at5125	Duplicated	CP052043.1	897397	898753	+	809.4	371	https://v12-2.orthodb.org/?query=33090at5125	sterol 24-C-methyltransferase
33090at5125	Duplicated	CP052047.1	2166739	2165378	-	771.8	370	https://v12-2.orthodb.org/?query=33090at5125	sterol 24-C-methyltransferase
33101at5125	Complete	CP052043.1	1591315	1593103	+	1122.9	525	https://v12-2.orthodb.org/?query=33101at5125	transporter
33226at5125	Complete	CP052040.1	587133	585908	-	540.4	348	https://v12-2.orthodb.org/?query=33226at5125	serine aminopeptidase, s33 domain-containing protein
33299at5125	Complete	CP052038.1	3717904	3716608	-	598.1	320	https://v12-2.orthodb.org/?query=33299at5125	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
33840at5125	Complete	CP052041.1	1739179	1735955	-	2061.0	969	https://v12-2.orthodb.org/?query=33840at5125	Armadillo-type fold domain containing
33926at5125	Complete	CP052039.1	2865978	2866718	+	230.5	126	https://v12-2.orthodb.org/?query=33926at5125	hit family protein 1
33953at5125	Complete	CP052040.1	2454413	2455267	+	288.1	139	https://v12-2.orthodb.org/?query=33953at5125	TRAPP complex subunit (Bet5)
34096at5125	Complete	CP052043.1	855441	857157	+	1027.9	470	https://v12-2.orthodb.org/?query=34096at5125	kinase
34574at5125	Complete	CP052040.1	3976377	3978045	+	883.4	415	https://v12-2.orthodb.org/?query=34574at5125	D-isomer specific 2-hydroxyacid dehydrogenase
35032at5125	Complete	CP052038.1	4961427	4950900	-	4863.9	2103	https://v12-2.orthodb.org/?query=35032at5125	glutamate synthase 
35216at5125	Complete	CP052040.1	2684143	2680879	-	1898.1	968	https://v12-2.orthodb.org/?query=35216at5125	exocyst complex component
35308at5125	Complete	CP052038.1	2471163	2468146	-	1560.3	886	https://v12-2.orthodb.org/?query=35308at5125	Protein argonaute
35570at5125	Complete	CP052038.1	4190122	4191408	+	788.5	370	https://v12-2.orthodb.org/?query=35570at5125	C-3 sterol dehydrogenase 3-beta-hydroxysteroid dehydrogenase
35630at5125	Complete	CP052043.1	3334376	3333474	-	524.6	262	https://v12-2.orthodb.org/?query=35630at5125	ubiquitin-conjugating enzyme
35744at5125	Complete	CP052038.1	2316089	2313507	-	1320.7	721	https://v12-2.orthodb.org/?query=35744at5125	N-alpha-acetyltransferase
35964at5125	Complete	CP052040.1	2172549	2174913	+	1499.5	762	https://v12-2.orthodb.org/?query=35964at5125	mitochondrial intermediate peptidase
36134at5125	Complete	CP052038.1	2275894	2273106	-	1852.6	850	https://v12-2.orthodb.org/?query=36134at5125	V-type ATPase
36293at5125	Complete	CP052039.1	1265036	1266491	+	750.3	388	https://v12-2.orthodb.org/?query=36293at5125	N2227-like protein
36308at5125	Complete	CP052043.1	3276672	3280443	+	2013.0	1159	https://v12-2.orthodb.org/?query=36308at5125	trafficking protein particle complex subunit 11
36981at5125	Missing
38229at5125	Duplicated	CP052038.1	3031554	3029521	-	1096.2	578	https://v12-2.orthodb.org/?query=38229at5125	Acid phosphatase
38229at5125	Duplicated	CP052044.1	2498439	2494156	-	1035.0	569	https://v12-2.orthodb.org/?query=38229at5125	Acid phosphatase
38498at5125	Complete	CP052038.1	5523016	5522379	-	399.8	188	https://v12-2.orthodb.org/?query=38498at5125	Actin-related protein 2/3 complex subunit 3
39102at5125	Complete	CP052041.1	1871292	1868918	-	1388.9	708	https://v12-2.orthodb.org/?query=39102at5125	Radical SAM
39179at5125	Complete	CP052040.1	1339022	1340239	+	594.1	331	https://v12-2.orthodb.org/?query=39179at5125	DUF1295 domain
39338at5125	Complete	CP052041.1	1202366	1204233	+	1258.6	565	https://v12-2.orthodb.org/?query=39338at5125	t-complex protein 1 subunit alpha
39398at5125	Complete	CP052039.1	4036126	4033441	-	428.3	210	https://v12-2.orthodb.org/?query=39398at5125	endosomal cargo receptor
39467at5125	Complete	CP052038.1	5883291	5882238	-	556.5	335	https://v12-2.orthodb.org/?query=39467at5125	3 (2) 5 bisphosphate nucleotidase
39772at5125	Complete	CP052039.1	4784859	4786783	+	877.7	469	https://v12-2.orthodb.org/?query=39772at5125	uncharacterized alpha/beta hydrolase domain (DUF2235) domain-containing protein
40012at5125	Complete	CP052045.1	2358076	2357070	-	531.5	251	https://v12-2.orthodb.org/?query=40012at5125	adenylate kinase
40335at5125	Complete	CP052038.1	3867592	3869261	+	1161.7	535	https://v12-2.orthodb.org/?query=40335at5125	Phosphoacetylglucosamine mutase
40402at5125	Complete	CP052038.1	1291648	1289691	-	1097.6	573	https://v12-2.orthodb.org/?query=40402at5125	Tyrosine--tRNA ligase
40614at5125	Complete	CP052040.1	1917448	1918560	+	721.2	347	https://v12-2.orthodb.org/?query=40614at5125	Farnesyl pyrophosphate synthetase
41003at5125	Complete	CP052040.1	658605	660439	+	879.1	503	https://v12-2.orthodb.org/?query=41003at5125	Anthranilate synthase
41048at5125	Complete	CP052045.1	1311105	1307816	-	1549.5	814	https://v12-2.orthodb.org/?query=41048at5125	histidine-specific methyltransferase, SAM-dependent domain-containing protein
41182at5125	Complete	CP052041.1	1598491	1600061	+	952.9	461	https://v12-2.orthodb.org/?query=41182at5125	aldehyde dehydrogenase
41504at5125	Complete	CP052039.1	3392557	3393924	+	883.8	389	https://v12-2.orthodb.org/?query=41504at5125	ribosomal protein L3
41551at5125	Complete	CP052043.1	1074978	1072342	-	1000.0	548	https://v12-2.orthodb.org/?query=41551at5125	PAB-dependent poly(A)-specific ribonuclease subunit
41934at5125	Complete	CP052045.1	2850926	2852153	+	664.5	372	https://v12-2.orthodb.org/?query=41934at5125	arginine-tRNA-protein transferase 1
42080at5125	Complete	CP052042.1	1353928	1354940	+	403.2	202	https://v12-2.orthodb.org/?query=42080at5125	NADH-ubiquinone oxidoreductase 24 kDa subunit
42205at5125	Complete	CP052039.1	685187	684100	-	652.2	345	https://v12-2.orthodb.org/?query=42205at5125	cyclin-like protein
43025at5125	Complete	CP052046.1	1815499	1816906	+	630.6	370	https://v12-2.orthodb.org/?query=43025at5125	WD40 repeat-like-containing domain
43081at5125	Complete	CP052040.1	1762940	1758741	-	2791.5	1298	https://v12-2.orthodb.org/?query=43081at5125	phospholipid-translocating P-type ATPase
43093at5125	Complete	CP052038.1	2341395	2340327	-	448.2	240	https://v12-2.orthodb.org/?query=43093at5125	tubulin cofactor B
43741at5125	Duplicated	CP052041.1	1909613	1910573	+	643.0	296	https://v12-2.orthodb.org/?query=43741at5125	C-4 methylsterol oxidase
43741at5125	Duplicated	CP052049.1	2433046	2434000	+	571.9	294	https://v12-2.orthodb.org/?query=43741at5125	C-4 methylsterol oxidase
43840at5125	Complete	CP052043.1	2665023	2667234	+	883.9	445	https://v12-2.orthodb.org/?query=43840at5125	kinase
43841at5125	Missing
44251at5125	Complete	CP052039.1	3401117	3402940	+	930.0	536	https://v12-2.orthodb.org/?query=44251at5125	DNA polymerase
44326at5125	Complete	CP052039.1	2872617	2875884	+	1733.7	780	https://v12-2.orthodb.org/?query=44326at5125	Aconitase
44525at5125	Complete	CP052040.1	1031125	1032925	+	715.5	428	https://v12-2.orthodb.org/?query=44525at5125	3',5'-cyclic-nucleotide phosphodiesterase
44554at5125	Complete	CP052045.1	2401928	2403275	+	629.5	368	https://v12-2.orthodb.org/?query=44554at5125	actin filament organization protein
44703at5125	Complete	CP052038.1	4071645	4070525	-	657.1	329	https://v12-2.orthodb.org/?query=44703at5125	cyclin
44919at5125	Complete	CP052045.1	2854687	2853899	-	395.9	223	https://v12-2.orthodb.org/?query=44919at5125	Conserved hypothetical, protein
45185at5125	Complete	CP052045.1	2182488	2175669	-	1035.6	526	https://v12-2.orthodb.org/?query=45185at5125	Poly(A) polymerase
45226at5125	Complete	CP052042.1	1401237	1400657	-	215.5	109	https://v12-2.orthodb.org/?query=45226at5125	Ribosomal protein L30
45437at5125	Complete	CP052046.1	2029505	2028910	-	362.0	178	https://v12-2.orthodb.org/?query=45437at5125	Ribosomal protein L13
45442at5125	Complete	CP052040.1	1629077	1624318	-	1034.5	542	https://v12-2.orthodb.org/?query=45442at5125	D-lactate dehydrogenase 
45760at5125	Complete	CP052043.1	3237549	3239434	+	1134.4	570	https://v12-2.orthodb.org/?query=45760at5125	Lysine--tRNA ligase
45902at5125	Complete	CP052040.1	2826948	2826233	-	283.5	176	https://v12-2.orthodb.org/?query=45902at5125	translation machinery-associated
46219at5125	Complete	CP052045.1	2025090	2026612	+	793.8	398	https://v12-2.orthodb.org/?query=46219at5125	magnesium transporter
46325at5125	Complete	CP052045.1	1829224	1829682	+	215.8	116	https://v12-2.orthodb.org/?query=46325at5125	40S ribosomal protein s20
46331at5125	Complete	CP052038.1	4298218	4300824	+	1644.2	845	https://v12-2.orthodb.org/?query=46331at5125	exocyst complex component
46518at5125	Missing
46589at5125	Complete	CP052040.1	1292503	1293540	+	479.8	245	https://v12-2.orthodb.org/?query=46589at5125	Triosephosphate isomerase
46889at5125	Duplicated	CP052044.1	3857784	3851420	-	4496.5	2093	https://v12-2.orthodb.org/?query=46889at5125	fatty acid synthase beta subunit
46889at5125	Duplicated	CP052048.1	291605	285241	-	4468.2	2093	https://v12-2.orthodb.org/?query=46889at5125	fatty acid synthase beta subunit
46889at5125	Duplicated	CP052041.1	2278319	2271102	-	4525.3	2087	https://v12-2.orthodb.org/?query=46889at5125	fatty acid synthase beta subunit
46939at5125	Complete	CP052043.1	2860839	2858545	-	1292.0	637	https://v12-2.orthodb.org/?query=46939at5125	Methylcrotonoyl-CoA carboxylase
46946at5125	Complete	CP052039.1	3367268	3364257	-	1001.7	820	https://v12-2.orthodb.org/?query=46946at5125	prefoldin subunit
47007at5125	Complete	CP052045.1	1791326	1792526	+	730.1	385	https://v12-2.orthodb.org/?query=47007at5125	Sir2 family
47141at5125	Complete	CP052038.1	947940	946569	-	716.6	393	https://v12-2.orthodb.org/?query=47141at5125	WD domain containing
47364at5125	Complete	CP052046.1	2092707	2091571	-	414.0	213	https://v12-2.orthodb.org/?query=47364at5125	Ran-specific GTPase-activating protein 1
47502at5125	Complete	CP052040.1	1127919	1126281	-	957.8	469	https://v12-2.orthodb.org/?query=47502at5125	peptidase M18
47657at5125	Complete	CP052038.1	4325883	4326493	+	193.6	114	https://v12-2.orthodb.org/?query=47657at5125	ribosome maturation protein
48014at5125	Complete	CP052040.1	3959598	3951537	-	498.7	274	https://v12-2.orthodb.org/?query=48014at5125	cupin-like domain-domain-containing protein
48049at5125	Complete	CP052041.1	3327853	3326017	-	874.7	476	https://v12-2.orthodb.org/?query=48049at5125	dynein light intermediate chain
48063at5125	Complete	CP052040.1	3683666	3684667	+	246.5	224	https://v12-2.orthodb.org/?query=48063at5125	copper homeostasis
48091at5125	Complete	CP052045.1	2558525	2558123	-	176.5	100	https://v12-2.orthodb.org/?query=48091at5125	cytochrome c oxidase
48777at5125	Complete	CP052043.1	849274	847718	-	493.3	373	https://v12-2.orthodb.org/?query=48777at5125	Di-sulfide bridge nucleocytoplasmic transport domain
49025at5125	Complete	CP052039.1	4580741	4582430	+	992.2	480	https://v12-2.orthodb.org/?query=49025at5125	carboxylic acid transporter
49263at5125	Complete	CP052046.1	1694493	1698862	+	1239.4	581	https://v12-2.orthodb.org/?query=49263at5125	UDP-glucose-6-dehydrogenase
49280at5125	Complete	CP052039.1	1310354	1308506	-	1075.3	551	https://v12-2.orthodb.org/?query=49280at5125	FAD binding domain
49463at5125	Complete	CP052041.1	4449130	4449984	+	562.1	266	https://v12-2.orthodb.org/?query=49463at5125	mannitol dehydrogenase
49865at5125	Complete	CP052040.1	2045426	2043942	-	875.0	456	https://v12-2.orthodb.org/?query=49865at5125	WD40/YVTN repeat-like-containing domain
50124at5125	Complete	CP052045.1	1145422	1149900	+	2328.5	1397	https://v12-2.orthodb.org/?query=50124at5125	DNA-directed RNA polymerase
50128at5125	Complete	CP052045.1	2539414	2542302	+	1110.8	648	https://v12-2.orthodb.org/?query=50128at5125	WD40 repeat-like-containing domain
50655at5125	Complete	CP052038.1	3637057	3634789	-	449.6	565	https://v12-2.orthodb.org/?query=50655at5125	fungal specific transcription factor domain containing protein
50750at5125	Complete	CP052043.1	2186940	2185555	-	800.5	369	https://v12-2.orthodb.org/?query=50750at5125	isovaleryl-CoA dehydrogenase
51549at5125	Complete	CP052043.1	1570016	1567658	-	1009.9	443	https://v12-2.orthodb.org/?query=51549at5125	translation elongation factor
52787at5125	Complete	CP052041.1	1496994	1497849	+	383.4	214	https://v12-2.orthodb.org/?query=52787at5125	mitochondrial import inner membrane translocase
52834at5125	Complete	CP052045.1	1819937	1816637	-	1777.2	893	https://v12-2.orthodb.org/?query=52834at5125	Phosphatidylinositol 4-kinase
