# BUSCO version is: 6.0.0 
# The lineage dataset is: hypocreales_odb12.2 (Creation date: 2026-05-13, number of genomes: 71, number of BUSCOs: 4077)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
25334at5125	Complete	CM111164.1	2411977	2415473	+	2147.3	981	https://v12-2.orthodb.org/?query=25334at5125	Glycoside hydrolase family 63
25341at5125	Complete	CM111173.1	2699745	2700888	+	487.1	252	https://v12-2.orthodb.org/?query=25341at5125	Mpv17/PMP22 family protein
25373at5125	Complete	CM111168.1	1032335	1030112	-	1274.8	713	https://v12-2.orthodb.org/?query=25373at5125	F-box/WD repeat-containing protein 1A
25777at5125	Duplicated	CM111173.1	931986	933484	+	885.9	384	https://v12-2.orthodb.org/?query=25777at5125	actin
25777at5125	Duplicated	CM111167.1	778625	779965	+	840.9	383	https://v12-2.orthodb.org/?query=25777at5125	actin
25837at5125	Complete	CM111164.1	3130251	3128661	-	1095.0	477	https://v12-2.orthodb.org/?query=25837at5125	UTP--glucose-1-phosphate uridylyltransferase
25927at5125	Complete	CM111173.1	2235115	2231826	-	2194.1	1044	https://v12-2.orthodb.org/?query=25927at5125	glutamate dehydrogenase
25989at5125	Complete	CM111166.1	1424508	1423558	-	465.1	270	https://v12-2.orthodb.org/?query=25989at5125	hydrolase
26076at5125	Complete	CM111168.1	1681497	1679569	-	1151.6	565	https://v12-2.orthodb.org/?query=26076at5125	AMP-binding
27800at5125	Complete	CM111170.1	2456456	2458367	+	1119.1	605	https://v12-2.orthodb.org/?query=27800at5125	ATPase
27835at5125	Complete	CM111165.1	2122649	2123728	+	545.4	291	https://v12-2.orthodb.org/?query=27835at5125	protein DJ-1
28081at5125	Complete	CM111168.1	1649849	1651549	+	1025.6	516	https://v12-2.orthodb.org/?query=28081at5125	glutathione synthase
28608at5125	Complete	CM111168.1	3746351	3744989	-	889.4	383	https://v12-2.orthodb.org/?query=28608at5125	septin
28628at5125	Complete	CM111170.1	3039577	3047422	+	459.9	262	https://v12-2.orthodb.org/?query=28628at5125	defective in cullin neddylation protein
28680at5125	Complete	CM111170.1	1396469	1397073	+	397.3	183	https://v12-2.orthodb.org/?query=28680at5125	U3 small nucleolar ribonucleoprotein IMP3
28761at5125	Complete	CM111166.1	4383874	4384182	+	162.8	85	https://v12-2.orthodb.org/?query=28761at5125	diphthamide biosynthesis
29110at5125	Complete	CM111165.1	2850524	2848494	-	972.3	521	https://v12-2.orthodb.org/?query=29110at5125	adenosine deaminase
29239at5125	Complete	CM111170.1	3710895	3709710	-	698.6	350	https://v12-2.orthodb.org/?query=29239at5125	SUR2
29332at5125	Complete	CM111165.1	3286283	3282601	-	837.8	411	https://v12-2.orthodb.org/?query=29332at5125	Aspartate aminotransferase
29445at5125	Complete	CM111172.1	495733	494251	-	885.3	452	https://v12-2.orthodb.org/?query=29445at5125	adenosylmethionine decarboxylase
29491at5125	Complete	CM111170.1	1609154	1607707	-	820.2	376	https://v12-2.orthodb.org/?query=29491at5125	s-(hydroxymethyl)glutathione dehydrogenase
29617at5125	Complete	CM111168.1	3919981	3921897	+	970.0	497	https://v12-2.orthodb.org/?query=29617at5125	Aspartate kinase
29683at5125	Complete	CM111164.1	5523400	5522008	-	834.3	409	https://v12-2.orthodb.org/?query=29683at5125	Acetylornithine aminotransferase
30317at5125	Complete	CM111172.1	2053846	2057677	+	2346.1	1110	https://v12-2.orthodb.org/?query=30317at5125	cell division control protein
30405at5125	Complete	CM111170.1	2712778	2714343	+	879.6	409	https://v12-2.orthodb.org/?query=30405at5125	Mandelate racemase/muconate lactonizing enzyme
30923at5125	Complete	CM111166.1	3694306	3693834	-	261.1	128	https://v12-2.orthodb.org/?query=30923at5125	vacuolar protein sorting 55
31012at5125	Complete	CM111170.1	2050582	2051653	+	683.0	343	https://v12-2.orthodb.org/?query=31012at5125	MYG1
31075at5125	Complete	CM111168.1	2720067	2716055	-	871.2	491	https://v12-2.orthodb.org/?query=31075at5125	Alcohol dehydrogenase-like, C-terminal
31179at5125	Complete	CM111172.1	1006534	1005038	-	790.9	431	https://v12-2.orthodb.org/?query=31179at5125	polyribonucleotide 5'-hydroxyl-kinase
31314at5125	Complete	CM111166.1	4214583	4217893	+	1972.2	953	https://v12-2.orthodb.org/?query=31314at5125	Frag1/DRAM/Sfk1 family-domain-containing protein
31343at5125	Complete	CM111168.1	3250709	3248485	-	1424.4	703	https://v12-2.orthodb.org/?query=31343at5125	mitochondrial carrier
31619at5125	Complete	CM111170.1	3994691	3998595	+	2781.4	1244	https://v12-2.orthodb.org/?query=31619at5125	DNA-directed RNA polymerase
31696at5125	Complete	CM111170.1	3654283	3657022	+	1614.8	777	https://v12-2.orthodb.org/?query=31696at5125	bifunctional purine biosynthetic
31753at5125	Complete	CM111164.1	2957434	2957070	-	152.7	76	https://v12-2.orthodb.org/?query=31753at5125	U6 snRNA-associated Sm-like protein
32105at5125	Complete	CM111164.1	3464283	3467485	+	1481.7	894	https://v12-2.orthodb.org/?query=32105at5125	mediator complex subunit
32145at5125	Complete	CM111171.1	1920579	1918283	-	917.9	540	https://v12-2.orthodb.org/?query=32145at5125	Zn(2)-C6 fungal-type DNA-binding domain
32284at5125	Complete	CM111165.1	1091192	1087515	-	2117.7	972	https://v12-2.orthodb.org/?query=32284at5125	U5 small nuclear ribonucleoprotein component
32488at5125	Complete	CM111165.1	701206	700351	-	440.1	245	https://v12-2.orthodb.org/?query=32488at5125	adenylate kinase
32666at5125	Complete	CM111164.1	4790403	4791590	+	591.0	310	https://v12-2.orthodb.org/?query=32666at5125	atp phosphoribosyltransferase
32730at5125	Complete	CM111170.1	2369085	2370564	+	983.3	447	https://v12-2.orthodb.org/?query=32730at5125	kinase
32748at5125	Complete	CM111164.1	5272468	5273656	+	709.3	339	https://v12-2.orthodb.org/?query=32748at5125	regulator of g- signaling domain-containing
33012at5125	Complete	CM111166.1	3096129	3094302	-	1132.8	562	https://v12-2.orthodb.org/?query=33012at5125	pyruvate decarboxylase
33090at5125	Complete	CM111171.1	3663744	3662390	-	809.4	371	https://v12-2.orthodb.org/?query=33090at5125	sterol 24-C-methyltransferase
33101at5125	Complete	CM111171.1	2985242	2983454	-	1122.9	525	https://v12-2.orthodb.org/?query=33101at5125	transporter
33226at5125	Complete	CM111168.1	642776	641551	-	540.4	348	https://v12-2.orthodb.org/?query=33226at5125	serine aminopeptidase, s33 domain-containing protein
33299at5125	Complete	CM111164.1	3806976	3808272	+	598.0	320	https://v12-2.orthodb.org/?query=33299at5125	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
33840at5125	Complete	CM111165.1	3134099	3137323	+	2057.9	969	https://v12-2.orthodb.org/?query=33840at5125	Armadillo-type fold domain containing
33926at5125	Complete	CM111166.1	2911173	2911913	+	231.9	126	https://v12-2.orthodb.org/?query=33926at5125	hit family protein 1
33953at5125	Complete	CM111168.1	2527178	2528032	+	287.1	139	https://v12-2.orthodb.org/?query=33953at5125	TRAPP complex subunit (Bet5)
34096at5125	Complete	CM111171.1	3705692	3703976	-	1027.9	470	https://v12-2.orthodb.org/?query=34096at5125	kinase
34574at5125	Complete	CM111168.1	4052880	4054548	+	883.5	415	https://v12-2.orthodb.org/?query=34574at5125	D-isomer specific 2-hydroxyacid dehydrogenase
35032at5125	Complete	CM111164.1	5077871	5067330	-	4864.0	2103	https://v12-2.orthodb.org/?query=35032at5125	glutamate synthase 
35216at5125	Complete	CM111168.1	2756885	2753621	-	1898.9	968	https://v12-2.orthodb.org/?query=35216at5125	exocyst complex component
35308at5125	Complete	CM111164.1	2593290	2590280	-	1562.8	886	https://v12-2.orthodb.org/?query=35308at5125	Protein argonaute
35570at5125	Complete	CM111164.1	4315590	4316876	+	789.9	370	https://v12-2.orthodb.org/?query=35570at5125	C-3 sterol dehydrogenase 3-beta-hydroxysteroid dehydrogenase
35630at5125	Complete	CM111171.1	1232014	1232916	+	524.6	262	https://v12-2.orthodb.org/?query=35630at5125	ubiquitin-conjugating enzyme
35744at5125	Complete	CM111164.1	2438252	2435672	-	1322.7	721	https://v12-2.orthodb.org/?query=35744at5125	N-alpha-acetyltransferase
35964at5125	Complete	CM111168.1	2245829	2248193	+	1498.3	762	https://v12-2.orthodb.org/?query=35964at5125	mitochondrial intermediate peptidase
36134at5125	Complete	CM111164.1	2398100	2395312	-	1852.6	850	https://v12-2.orthodb.org/?query=36134at5125	V-type ATPase
36293at5125	Complete	CM111166.1	1316992	1318447	+	754.9	388	https://v12-2.orthodb.org/?query=36293at5125	N2227-like protein
36308at5125	Complete	CM111171.1	1287321	1283550	-	2010.1	1159	https://v12-2.orthodb.org/?query=36308at5125	trafficking protein particle complex subunit 11
36981at5125	Missing
38229at5125	Duplicated	CM111169.1	2096940	2094869	-	1043.0	582	https://v12-2.orthodb.org/?query=38229at5125	Acid phosphatase
38229at5125	Duplicated	CM111164.1	3163716	3157714	-	1094.1	578	https://v12-2.orthodb.org/?query=38229at5125	Acid phosphatase
38498at5125	Complete	CM111164.1	5644333	5643696	-	399.9	188	https://v12-2.orthodb.org/?query=38498at5125	Actin-related protein 2/3 complex subunit 3
39102at5125	Complete	CM111165.1	2997014	2999388	+	1387.1	708	https://v12-2.orthodb.org/?query=39102at5125	Radical SAM
39179at5125	Complete	CM111168.1	1410436	1411653	+	594.1	331	https://v12-2.orthodb.org/?query=39179at5125	DUF1295 domain
39338at5125	Complete	CM111165.1	3672811	3670944	-	1260.0	565	https://v12-2.orthodb.org/?query=39338at5125	t-complex protein 1 subunit alpha
39398at5125	Complete	CM111166.1	4081395	4078709	-	428.3	210	https://v12-2.orthodb.org/?query=39398at5125	endosomal cargo receptor
39467at5125	Complete	CM111164.1	6012872	6011819	-	554.8	335	https://v12-2.orthodb.org/?query=39467at5125	3 (2) 5 bisphosphate nucleotidase
39772at5125	Complete	CM111166.1	4832456	4834380	+	877.7	469	https://v12-2.orthodb.org/?query=39772at5125	uncharacterized alpha/beta hydrolase domain (DUF2235) domain-containing protein
40012at5125	Complete	CM111172.1	2237057	2236051	-	531.5	251	https://v12-2.orthodb.org/?query=40012at5125	adenylate kinase
40335at5125	Complete	CM111164.1	3994672	3996341	+	1160.9	535	https://v12-2.orthodb.org/?query=40335at5125	Phosphoacetylglucosamine mutase
40402at5125	Complete	CM111164.1	1414717	1412760	-	1097.7	573	https://v12-2.orthodb.org/?query=40402at5125	Tyrosine--tRNA ligase
40614at5125	Complete	CM111168.1	1990766	1991878	+	721.2	347	https://v12-2.orthodb.org/?query=40614at5125	Farnesyl pyrophosphate synthetase
41003at5125	Complete	CM111168.1	714242	716076	+	880.6	503	https://v12-2.orthodb.org/?query=41003at5125	Anthranilate synthase
41048at5125	Complete	CM111172.1	1208254	1204967	-	1562.9	814	https://v12-2.orthodb.org/?query=41048at5125	histidine-specific methyltransferase, SAM-dependent domain-containing protein
41182at5125	Complete	CM111165.1	3274780	3273210	-	952.8	461	https://v12-2.orthodb.org/?query=41182at5125	aldehyde dehydrogenase
41504at5125	Complete	CM111166.1	3437054	3438418	+	883.8	389	https://v12-2.orthodb.org/?query=41504at5125	ribosomal protein L3
41551at5125	Complete	CM111171.1	3484230	3486866	+	999.4	548	https://v12-2.orthodb.org/?query=41551at5125	PAB-dependent poly(A)-specific ribonuclease subunit
41934at5125	Complete	CM111172.1	2729447	2730674	+	664.4	372	https://v12-2.orthodb.org/?query=41934at5125	arginine-tRNA-protein transferase 1
42080at5125	Complete	CM111170.1	1429991	1431003	+	403.2	202	https://v12-2.orthodb.org/?query=42080at5125	NADH-ubiquinone oxidoreductase 24 kDa subunit
42205at5125	Complete	CM111166.1	702468	703555	+	654.6	345	https://v12-2.orthodb.org/?query=42205at5125	cyclin-like protein
43025at5125	Complete	CM111173.1	1994560	1995967	+	630.2	370	https://v12-2.orthodb.org/?query=43025at5125	WD40 repeat-like-containing domain
43081at5125	Complete	CM111168.1	1836440	1832241	-	2791.5	1298	https://v12-2.orthodb.org/?query=43081at5125	phospholipid-translocating P-type ATPase
43093at5125	Complete	CM111164.1	2463575	2462508	-	448.2	240	https://v12-2.orthodb.org/?query=43093at5125	tubulin cofactor B
43741at5125	Complete	CM111165.1	2958697	2957737	-	643.0	296	https://v12-2.orthodb.org/?query=43741at5125	C-4 methylsterol oxidase
43840at5125	Complete	CM111171.1	1905924	1903713	-	883.8	445	https://v12-2.orthodb.org/?query=43840at5125	kinase
43841at5125	Missing
44251at5125	Complete	CM111166.1	3445393	3447216	+	932.6	536	https://v12-2.orthodb.org/?query=44251at5125	DNA polymerase
44326at5125	Complete	CM111166.1	2917815	2921082	+	1733.7	780	https://v12-2.orthodb.org/?query=44326at5125	Aconitase
44525at5125	Complete	CM111168.1	1102127	1103927	+	713.8	428	https://v12-2.orthodb.org/?query=44525at5125	3',5'-cyclic-nucleotide phosphodiesterase
44554at5125	Complete	CM111172.1	2280913	2282260	+	627.4	368	https://v12-2.orthodb.org/?query=44554at5125	actin filament organization protein
44703at5125	Complete	CM111164.1	4198996	4197876	-	657.1	329	https://v12-2.orthodb.org/?query=44703at5125	cyclin
44919at5125	Complete	CM111172.1	2733208	2732420	-	396.3	224	https://v12-2.orthodb.org/?query=44919at5125	Conserved hypothetical, protein
45185at5125	Complete	CM111172.1	2083340	2081091	-	1019.5	526	https://v12-2.orthodb.org/?query=45185at5125	Poly(A) polymerase
45226at5125	Complete	CM111170.1	1477274	1476694	-	215.5	109	https://v12-2.orthodb.org/?query=45226at5125	Ribosomal protein L30
45437at5125	Complete	CM111173.1	2207408	2206813	-	362.0	178	https://v12-2.orthodb.org/?query=45437at5125	Ribosomal protein L13
45442at5125	Complete	CM111168.1	1702745	1701059	-	1039.3	540	https://v12-2.orthodb.org/?query=45442at5125	D-lactate dehydrogenase 
45760at5125	Complete	CM111171.1	1326543	1324658	-	1134.4	570	https://v12-2.orthodb.org/?query=45760at5125	Lysine--tRNA ligase
45902at5125	Complete	CM111168.1	2900042	2899327	-	283.5	176	https://v12-2.orthodb.org/?query=45902at5125	translation machinery-associated
46219at5125	Complete	CM111172.1	1926565	1928087	+	794.1	398	https://v12-2.orthodb.org/?query=46219at5125	magnesium transporter
46325at5125	Complete	CM111172.1	1730704	1731162	+	215.8	116	https://v12-2.orthodb.org/?query=46325at5125	40S ribosomal protein s20
46331at5125	Complete	CM111164.1	4423589	4426195	+	1643.8	845	https://v12-2.orthodb.org/?query=46331at5125	exocyst complex component
46518at5125	Missing
46589at5125	Complete	CM111168.1	1364029	1365066	+	479.8	245	https://v12-2.orthodb.org/?query=46589at5125	Triosephosphate isomerase
46889at5125	Complete	CM111165.1	2592231	2599440	+	4524.8	2080	https://v12-2.orthodb.org/?query=46889at5125	fatty acid synthase beta subunit
46939at5125	Complete	CM111171.1	1704268	1706562	+	1293.6	637	https://v12-2.orthodb.org/?query=46939at5125	Methylcrotonoyl-CoA carboxylase
46946at5125	Complete	CM111166.1	3411288	3408277	-	1002.5	820	https://v12-2.orthodb.org/?query=46946at5125	prefoldin subunit
47007at5125	Complete	CM111172.1	1692777	1693977	+	732.4	385	https://v12-2.orthodb.org/?query=47007at5125	Sir2 family
47141at5125	Complete	CM111164.1	1075991	1074620	-	719.2	393	https://v12-2.orthodb.org/?query=47141at5125	WD domain containing
47364at5125	Complete	CM111173.1	2270581	2269445	-	413.7	213	https://v12-2.orthodb.org/?query=47364at5125	Ran-specific GTPase-activating protein 1
47502at5125	Complete	CM111168.1	1198963	1197325	-	955.7	469	https://v12-2.orthodb.org/?query=47502at5125	peptidase M18
47657at5125	Complete	CM111164.1	4451216	4451826	+	193.6	114	https://v12-2.orthodb.org/?query=47657at5125	ribosome maturation protein
48014at5125	Complete	CM111168.1	4036915	4028878	-	479.2	274	https://v12-2.orthodb.org/?query=48014at5125	cupin-like domain-domain-containing protein
48049at5125	Complete	CM111165.1	1529617	1531453	+	874.7	476	https://v12-2.orthodb.org/?query=48049at5125	dynein light intermediate chain
48063at5125	Complete	CM111168.1	3754327	3755128	+	246.4	224	https://v12-2.orthodb.org/?query=48063at5125	copper homeostasis
48091at5125	Complete	CM111172.1	2436845	2436443	-	175.9	100	https://v12-2.orthodb.org/?query=48091at5125	cytochrome c oxidase
48777at5125	Complete	CM111171.1	3711858	3713414	+	492.6	373	https://v12-2.orthodb.org/?query=48777at5125	Di-sulfide bridge nucleocytoplasmic transport domain
49025at5125	Complete	CM111166.1	4621920	4623609	+	992.5	480	https://v12-2.orthodb.org/?query=49025at5125	carboxylic acid transporter
49263at5125	Complete	CM111173.1	1874261	1878531	+	1240.3	581	https://v12-2.orthodb.org/?query=49263at5125	UDP-glucose-6-dehydrogenase
49280at5125	Complete	CM111166.1	1362257	1360409	-	1076.3	551	https://v12-2.orthodb.org/?query=49280at5125	FAD binding domain
49463at5125	Complete	CM111165.1	415495	414641	-	562.1	266	https://v12-2.orthodb.org/?query=49463at5125	mannitol dehydrogenase
49865at5125	Complete	CM111168.1	2118743	2117259	-	874.1	456	https://v12-2.orthodb.org/?query=49865at5125	WD40/YVTN repeat-like-containing domain
50124at5125	Complete	CM111172.1	1045237	1049716	+	2329.5	1397	https://v12-2.orthodb.org/?query=50124at5125	DNA-directed RNA polymerase
50128at5125	Complete	CM111172.1	2417738	2420624	+	1109.2	648	https://v12-2.orthodb.org/?query=50128at5125	WD40 repeat-like-containing domain
50655at5125	Complete	CM111164.1	3763228	3760957	-	447.4	565	https://v12-2.orthodb.org/?query=50655at5125	fungal specific transcription factor domain containing protein
50750at5125	Complete	CM111171.1	2386932	2388317	+	801.4	369	https://v12-2.orthodb.org/?query=50750at5125	isovaleryl-CoA dehydrogenase
51549at5125	Complete	CM111171.1	3006535	3008740	+	1010.0	443	https://v12-2.orthodb.org/?query=51549at5125	translation elongation factor
52787at5125	Complete	CM111165.1	3376386	3375531	-	383.4	214	https://v12-2.orthodb.org/?query=52787at5125	mitochondrial import inner membrane translocase
52834at5125	Complete	CM111172.1	1721396	1718096	-	1777.8	893	https://v12-2.orthodb.org/?query=52834at5125	Phosphatidylinositol 4-kinase
52936at5125	Complete	CM111165.1	2399764	2401484	+	830.9	419	https://v12-2.orthodb.org/?query=52936at5125	ATPase
52986at5125	Complete	CM111166.1	1671048	1667757	-	1088.3	516	https://v12-2.orthodb.org/?query=52986at5125	cytochrome P450
53093at5125	Complete	CM111165.1	1541536	1543108	+	932.7	502	https://v12-2.orthodb.org/?query=53093at5125	molybdopterin-converting factor
53100at5125	Duplicated	CM111166.1	1739450	1741922	+	1549.2	772	https://v12-2.orthodb.org/?query=53100at5125	aspartate-tRNA ligase
53100at5125	Duplicated	CM111167.1	3109189	3111758	+	1548.1	771	https://v12-2.orthodb.org/?query=53100at5125	aspartate-tRNA ligase
