# BUSCO version is: 6.0.0 
# The lineage dataset is: hypocreales_odb12.2 (Creation date: 2026-05-13, number of genomes: 71, number of BUSCOs: 4077)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
21926at5125	Complete	CM148405.1	2114376	2112998	-	841.3	354	https://v12-2.orthodb.org/?query=21926at5125	guanine nucleotide-binding protein subunit beta
22255at5125	Complete	CM148408.1	2436519	2435147	-	782.8	351	https://v12-2.orthodb.org/?query=22255at5125	glucosamine-6-phosphate isomerase
22269at5125	Complete	CM148409.1	2587094	2588455	+	785.3	371	https://v12-2.orthodb.org/?query=22269at5125	UDP-glucose 4-epimerase
22746at5125	Complete	CM148406.1	1540190	1539135	-	688.7	329	https://v12-2.orthodb.org/?query=22746at5125	chitin synthase export chaperone
23119at5125	Complete	CM148401.1	4340138	4339591	-	282.4	141	https://v12-2.orthodb.org/?query=23119at5125	Putative PRO41 protein
23161at5125	Complete	CM148403.1	2051006	2057038	+	236.2	120	https://v12-2.orthodb.org/?query=23161at5125	Zinc Finger Protein
23233at5125	Complete	CM148401.1	1534644	1532390	-	1444.0	699	https://v12-2.orthodb.org/?query=23233at5125	SAC1
23402at5125	Complete	CM148409.1	2112173	2113535	+	888.8	427	https://v12-2.orthodb.org/?query=23402at5125	ornithine aminotransferase
23412at5125	Complete	CM148406.1	2097395	2091224	-	321.7	154	https://v12-2.orthodb.org/?query=23412at5125	dynein light chain
23533at5125	Complete	CM148408.1	3660679	3661843	+	640.0	348	https://v12-2.orthodb.org/?query=23533at5125	L-galactose dehydrogenase (L-)
23667at5125	Complete	CM148401.1	3323976	3321558	-	1611.1	755	https://v12-2.orthodb.org/?query=23667at5125	dolichyl-phosphate-mannose-protein mannosyltransferase
25334at5125	Complete	CM148401.1	2302599	2306096	+	2146.1	981	https://v12-2.orthodb.org/?query=25334at5125	Glycoside hydrolase family 63
25341at5125	Complete	CM148405.1	2529713	2530856	+	487.1	252	https://v12-2.orthodb.org/?query=25341at5125	Mpv17/PMP22 family protein
25373at5125	Complete	CM148403.1	1403507	1401284	-	1275.8	716	https://v12-2.orthodb.org/?query=25373at5125	F-box/WD repeat-containing protein 1A
25777at5125	Complete	CM148405.1	768246	769744	+	882.3	384	https://v12-2.orthodb.org/?query=25777at5125	actin
25837at5125	Complete	CM148401.1	3012943	3011353	-	1095.0	477	https://v12-2.orthodb.org/?query=25837at5125	UTP--glucose-1-phosphate uridylyltransferase
25927at5125	Complete	CM148405.1	2062440	2059151	-	2194.1	1044	https://v12-2.orthodb.org/?query=25927at5125	glutamate dehydrogenase
25989at5125	Complete	CM148402.1	1622675	1621725	-	468.0	270	https://v12-2.orthodb.org/?query=25989at5125	hydrolase
26076at5125	Complete	CM148403.1	2042337	2040409	-	1150.7	565	https://v12-2.orthodb.org/?query=26076at5125	AMP-binding
27800at5125	Complete	CM148406.1	2121232	2119321	-	1118.6	605	https://v12-2.orthodb.org/?query=27800at5125	ATPase
27835at5125	Complete	CM148404.1	2012925	2013998	+	545.7	291	https://v12-2.orthodb.org/?query=27835at5125	protein DJ-1
28081at5125	Complete	CM148403.1	2010686	2012386	+	1021.2	516	https://v12-2.orthodb.org/?query=28081at5125	glutathione synthase
28608at5125	Complete	CM148403.1	4118303	4116941	-	889.4	383	https://v12-2.orthodb.org/?query=28608at5125	septin
28628at5125	Complete	CM148406.1	1527796	1525859	-	449.0	262	https://v12-2.orthodb.org/?query=28628at5125	defective in cullin neddylation protein
28680at5125	Complete	CM148406.1	3213795	3213191	-	397.3	183	https://v12-2.orthodb.org/?query=28680at5125	U3 small nucleolar ribonucleoprotein IMP3
28761at5125	Complete	CM148402.1	4619274	4619582	+	162.8	85	https://v12-2.orthodb.org/?query=28761at5125	diphthamide biosynthesis
29110at5125	Complete	CM148404.1	2748100	2746070	-	973.3	521	https://v12-2.orthodb.org/?query=29110at5125	adenosine deaminase
29239at5125	Complete	CM148406.1	863476	864661	+	698.6	350	https://v12-2.orthodb.org/?query=29239at5125	SUR2
29332at5125	Complete	CM148404.1	3178050	3174355	-	837.5	411	https://v12-2.orthodb.org/?query=29332at5125	Aspartate aminotransferase
29445at5125	Complete	CM148409.1	3148281	3149763	+	884.7	452	https://v12-2.orthodb.org/?query=29445at5125	adenosylmethionine decarboxylase
29491at5125	Complete	CM148406.1	3001208	3002651	+	820.2	376	https://v12-2.orthodb.org/?query=29491at5125	s-(hydroxymethyl)glutathione dehydrogenase
29617at5125	Complete	CM148403.1	4295591	4297505	+	943.7	497	https://v12-2.orthodb.org/?query=29617at5125	Aspartate kinase
29683at5125	Complete	CM148401.1	5413749	5412356	-	834.3	409	https://v12-2.orthodb.org/?query=29683at5125	Acetylornithine aminotransferase
30317at5125	Complete	CM148409.1	1600696	1596865	-	2345.7	1110	https://v12-2.orthodb.org/?query=30317at5125	cell division control protein
30405at5125	Complete	CM148406.1	1864843	1863273	-	879.6	409	https://v12-2.orthodb.org/?query=30405at5125	Mandelate racemase/muconate lactonizing enzyme
30923at5125	Complete	CM148402.1	3929028	3928556	-	261.1	128	https://v12-2.orthodb.org/?query=30923at5125	vacuolar protein sorting 55
31012at5125	Complete	CM148406.1	2553294	2552223	-	683.0	343	https://v12-2.orthodb.org/?query=31012at5125	MYG1
31075at5125	Complete	CM148403.1	3081593	3077588	-	873.1	490	https://v12-2.orthodb.org/?query=31075at5125	Alcohol dehydrogenase-like, C-terminal
31179at5125	Complete	CM148409.1	2648724	2650220	+	792.5	431	https://v12-2.orthodb.org/?query=31179at5125	polyribonucleotide 5'-hydroxyl-kinase
31314at5125	Complete	CM148402.1	4449398	4452708	+	1969.5	953	https://v12-2.orthodb.org/?query=31314at5125	Frag1/DRAM/Sfk1 family-domain-containing protein
31343at5125	Complete	CM148403.1	3616285	3614060	-	1424.4	703	https://v12-2.orthodb.org/?query=31343at5125	mitochondrial carrier
31619at5125	Complete	CM148406.1	601823	597919	-	2781.4	1244	https://v12-2.orthodb.org/?query=31619at5125	DNA-directed RNA polymerase
31696at5125	Complete	CM148406.1	920122	917383	-	1614.7	777	https://v12-2.orthodb.org/?query=31696at5125	bifunctional purine biosynthetic
31753at5125	Complete	CM148401.1	2838734	2838370	-	152.7	76	https://v12-2.orthodb.org/?query=31753at5125	U6 snRNA-associated Sm-like protein
32105at5125	Complete	CM148401.1	3355202	3358403	+	1459.1	894	https://v12-2.orthodb.org/?query=32105at5125	mediator complex subunit
32145at5125	Complete	CM148408.1	2506212	2508496	+	928.5	540	https://v12-2.orthodb.org/?query=32145at5125	Zn(2)-C6 fungal-type DNA-binding domain
32284at5125	Complete	CM148404.1	1003806	1000129	-	2118.8	972	https://v12-2.orthodb.org/?query=32284at5125	U5 small nuclear ribonucleoprotein component
32488at5125	Complete	CM148404.1	580152	579297	-	440.1	245	https://v12-2.orthodb.org/?query=32488at5125	adenylate kinase
32666at5125	Complete	CM148401.1	4676809	4677996	+	591.1	309	https://v12-2.orthodb.org/?query=32666at5125	atp phosphoribosyltransferase
32730at5125	Complete	CM148406.1	2204080	2202601	-	983.3	447	https://v12-2.orthodb.org/?query=32730at5125	kinase
32748at5125	Complete	CM148401.1	5162625	5163813	+	709.3	339	https://v12-2.orthodb.org/?query=32748at5125	regulator of g- signaling domain-containing
33012at5125	Complete	CM148402.1	3318345	3316518	-	1132.8	562	https://v12-2.orthodb.org/?query=33012at5125	pyruvate decarboxylase
33090at5125	Complete	CM148408.1	748904	750260	+	809.4	371	https://v12-2.orthodb.org/?query=33090at5125	sterol 24-C-methyltransferase
33101at5125	Complete	CM148408.1	1446513	1448301	+	1120.1	525	https://v12-2.orthodb.org/?query=33101at5125	transporter
33226at5125	Complete	CM148403.1	1020914	1019689	-	538.5	348	https://v12-2.orthodb.org/?query=33226at5125	serine aminopeptidase, s33 domain-containing protein
33299at5125	Complete	CM148401.1	3733687	3732391	-	598.5	320	https://v12-2.orthodb.org/?query=33299at5125	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
33840at5125	Complete	CM148404.1	3025903	3029127	+	2060.7	969	https://v12-2.orthodb.org/?query=33840at5125	Armadillo-type fold domain containing
33926at5125	Complete	CM148402.1	3129813	3130553	+	230.5	126	https://v12-2.orthodb.org/?query=33926at5125	hit family protein 1
33953at5125	Complete	CM148403.1	2888621	2889475	+	288.1	139	https://v12-2.orthodb.org/?query=33953at5125	TRAPP complex subunit (Bet5)
34096at5125	Complete	CM148408.1	706958	708674	+	1027.9	470	https://v12-2.orthodb.org/?query=34096at5125	kinase
34574at5125	Complete	CM148403.1	4426626	4428294	+	882.8	415	https://v12-2.orthodb.org/?query=34574at5125	D-isomer specific 2-hydroxyacid dehydrogenase
35032at5125	Complete	CM148401.1	4968290	4957760	-	4864.0	2103	https://v12-2.orthodb.org/?query=35032at5125	glutamate synthase 
35216at5125	Complete	CM148403.1	3118424	3115160	-	1899.8	968	https://v12-2.orthodb.org/?query=35216at5125	exocyst complex component
35308at5125	Complete	CM148401.1	2484399	2481382	-	1560.3	886	https://v12-2.orthodb.org/?query=35308at5125	Protein argonaute
35570at5125	Complete	CM148401.1	4201761	4203047	+	788.5	370	https://v12-2.orthodb.org/?query=35570at5125	C-3 sterol dehydrogenase 3-beta-hydroxysteroid dehydrogenase
35630at5125	Complete	CM148408.1	3190819	3189917	-	524.6	262	https://v12-2.orthodb.org/?query=35630at5125	ubiquitin-conjugating enzyme
35744at5125	Complete	CM148401.1	2328928	2326346	-	1322.2	729	https://v12-2.orthodb.org/?query=35744at5125	N-alpha-acetyltransferase
35964at5125	Complete	CM148403.1	2606671	2609035	+	1499.5	762	https://v12-2.orthodb.org/?query=35964at5125	mitochondrial intermediate peptidase
36134at5125	Duplicated	CM148401.1	2288721	2285933	-	1851.0	850	https://v12-2.orthodb.org/?query=36134at5125	V-type ATPase
36134at5125	Duplicated	CM148412.1	1148443	1145692	-	1700.9	850	https://v12-2.orthodb.org/?query=36134at5125	V-type ATPase
36134at5125	Duplicated	CM148412.1	346395	343645	-	1699.5	850	https://v12-2.orthodb.org/?query=36134at5125	V-type ATPase
36134at5125	Duplicated	CM148416.1	1270152	1267401	-	1695.8	850	https://v12-2.orthodb.org/?query=36134at5125	V-type ATPase
36293at5125	Complete	CM148402.1	1515387	1516842	+	753.6	388	https://v12-2.orthodb.org/?query=36293at5125	N2227-like protein
36308at5125	Complete	CM148408.1	3132995	3136766	+	2014.8	1159	https://v12-2.orthodb.org/?query=36308at5125	trafficking protein particle complex subunit 11
36981at5125	Missing
38229at5125	Complete	CM148401.1	3042424	3040391	-	1094.2	578	https://v12-2.orthodb.org/?query=38229at5125	Acid phosphatase
38498at5125	Complete	CM148401.1	5530352	5529715	-	399.8	188	https://v12-2.orthodb.org/?query=38498at5125	Actin-related protein 2/3 complex subunit 3
39102at5125	Complete	CM148404.1	2894638	2897012	+	1388.9	708	https://v12-2.orthodb.org/?query=39102at5125	Radical SAM
39179at5125	Complete	CM148403.1	1772580	1773797	+	609.4	331	https://v12-2.orthodb.org/?query=39179at5125	DUF1295 domain
39338at5125	Complete	CM148404.1	3562223	3560356	-	1258.6	565	https://v12-2.orthodb.org/?query=39338at5125	t-complex protein 1 subunit alpha
39398at5125	Complete	CM148402.1	4314821	4312136	-	428.3	210	https://v12-2.orthodb.org/?query=39398at5125	endosomal cargo receptor
39467at5125	Complete	CM148401.1	5887611	5886558	-	552.0	335	https://v12-2.orthodb.org/?query=39467at5125	3 (2) 5 bisphosphate nucleotidase
39772at5125	Complete	CM148402.1	5067684	5069608	+	877.7	469	https://v12-2.orthodb.org/?query=39772at5125	uncharacterized alpha/beta hydrolase domain (DUF2235) domain-containing protein
40012at5125	Complete	CM148409.1	1417577	1418584	+	531.5	251	https://v12-2.orthodb.org/?query=40012at5125	adenylate kinase
40335at5125	Complete	CM148401.1	3881120	3882789	+	1159.8	535	https://v12-2.orthodb.org/?query=40335at5125	Phosphoacetylglucosamine mutase
40402at5125	Complete	CM148401.1	1304113	1302156	-	1097.9	573	https://v12-2.orthodb.org/?query=40402at5125	Tyrosine--tRNA ligase
40614at5125	Complete	CM148403.1	2351802	2352914	+	721.2	347	https://v12-2.orthodb.org/?query=40614at5125	Farnesyl pyrophosphate synthetase
41003at5125	Complete	CM148403.1	1092279	1094113	+	878.8	503	https://v12-2.orthodb.org/?query=41003at5125	Anthranilate synthase
41048at5125	Complete	CM148409.1	2444615	2447904	+	1549.6	813	https://v12-2.orthodb.org/?query=41048at5125	histidine-specific methyltransferase, SAM-dependent domain-containing protein
41182at5125	Complete	CM148404.1	3166546	3164976	-	950.5	461	https://v12-2.orthodb.org/?query=41182at5125	aldehyde dehydrogenase
41504at5125	Complete	CM148402.1	3667885	3669252	+	883.8	389	https://v12-2.orthodb.org/?query=41504at5125	ribosomal protein L3
41551at5125	Complete	CM148408.1	933544	930908	-	999.4	548	https://v12-2.orthodb.org/?query=41551at5125	PAB-dependent poly(A)-specific ribonuclease subunit
41934at5125	Complete	CM148409.1	924464	923237	-	664.5	372	https://v12-2.orthodb.org/?query=41934at5125	arginine-tRNA-protein transferase 1
42080at5125	Complete	CM148406.1	3180297	3179285	-	402.7	202	https://v12-2.orthodb.org/?query=42080at5125	NADH-ubiquinone oxidoreductase 24 kDa subunit
42205at5125	Complete	CM148402.1	930032	928945	-	654.6	345	https://v12-2.orthodb.org/?query=42205at5125	cyclin-like protein
43025at5125	Complete	CM148405.1	1818463	1819870	+	629.5	370	https://v12-2.orthodb.org/?query=43025at5125	WD40 repeat-like-containing domain
43081at5125	Complete	CM148403.1	2197457	2193258	-	2791.5	1298	https://v12-2.orthodb.org/?query=43081at5125	phospholipid-translocating P-type ATPase
43093at5125	Complete	CM148401.1	2354236	2353168	-	448.2	240	https://v12-2.orthodb.org/?query=43093at5125	tubulin cofactor B
43741at5125	Complete	CM148404.1	2856308	2855348	-	643.0	296	https://v12-2.orthodb.org/?query=43741at5125	C-4 methylsterol oxidase
43840at5125	Complete	CM148408.1	2520863	2523074	+	883.9	445	https://v12-2.orthodb.org/?query=43840at5125	kinase
43841at5125	Missing
44251at5125	Complete	CM148402.1	3676449	3678272	+	933.6	536	https://v12-2.orthodb.org/?query=44251at5125	DNA polymerase
44326at5125	Complete	CM148402.1	3136453	3139720	+	1733.7	780	https://v12-2.orthodb.org/?query=44326at5125	Aconitase
44525at5125	Complete	CM148403.1	1465071	1466871	+	715.5	428	https://v12-2.orthodb.org/?query=44525at5125	3',5'-cyclic-nucleotide phosphodiesterase
44554at5125	Complete	CM148409.1	1373746	1372399	-	627.6	368	https://v12-2.orthodb.org/?query=44554at5125	actin filament organization protein
44703at5125	Complete	CM148401.1	4085157	4084037	-	657.1	329	https://v12-2.orthodb.org/?query=44703at5125	cyclin
44919at5125	Complete	CM148409.1	920708	921496	+	396.4	224	https://v12-2.orthodb.org/?query=44919at5125	Conserved hypothetical, protein
45185at5125	Complete	CM148409.1	1571199	1578018	+	1035.6	526	https://v12-2.orthodb.org/?query=45185at5125	Poly(A) polymerase
45226at5125	Complete	CM148406.1	3132988	3133568	+	215.5	109	https://v12-2.orthodb.org/?query=45226at5125	Ribosomal protein L30
45437at5125	Complete	CM148405.1	2034730	2034135	-	362.0	178	https://v12-2.orthodb.org/?query=45437at5125	Ribosomal protein L13
45442at5125	Complete	CM148403.1	2063605	2058858	-	1035.5	542	https://v12-2.orthodb.org/?query=45442at5125	D-lactate dehydrogenase 
45760at5125	Complete	CM148408.1	3093658	3095543	+	1134.9	570	https://v12-2.orthodb.org/?query=45760at5125	Lysine--tRNA ligase
45902at5125	Complete	CM148403.1	3261616	3260901	-	283.5	176	https://v12-2.orthodb.org/?query=45902at5125	translation machinery-associated
46219at5125	Complete	CM148409.1	1728539	1727017	-	793.8	398	https://v12-2.orthodb.org/?query=46219at5125	magnesium transporter
46325at5125	Complete	CM148409.1	1926550	1926092	-	215.8	116	https://v12-2.orthodb.org/?query=46325at5125	40S ribosomal protein s20
46331at5125	Complete	CM148401.1	4309760	4312366	+	1645.2	845	https://v12-2.orthodb.org/?query=46331at5125	exocyst complex component
46518at5125	Missing
46589at5125	Complete	CM148403.1	1726101	1727138	+	479.8	245	https://v12-2.orthodb.org/?query=46589at5125	Triosephosphate isomerase
46889at5125	Duplicated	CM148407.1	609586	615950	+	4512.8	2093	https://v12-2.orthodb.org/?query=46889at5125	fatty acid synthase beta subunit
46889at5125	Duplicated	CM148404.1	2482724	2489940	+	4523.8	2087	https://v12-2.orthodb.org/?query=46889at5125	fatty acid synthase beta subunit
46939at5125	Complete	CM148408.1	2716639	2714345	-	1291.1	637	https://v12-2.orthodb.org/?query=46939at5125	Methylcrotonoyl-CoA carboxylase
46946at5125	Complete	CM148402.1	3642524	3639513	-	1001.7	820	https://v12-2.orthodb.org/?query=46946at5125	prefoldin subunit
47007at5125	Complete	CM148409.1	1964477	1963277	-	732.2	385	https://v12-2.orthodb.org/?query=47007at5125	Sir2 family
47141at5125	Complete	CM148401.1	957750	956379	-	717.9	393	https://v12-2.orthodb.org/?query=47141at5125	WD domain containing
47364at5125	Complete	CM148405.1	2097935	2096799	-	414.0	213	https://v12-2.orthodb.org/?query=47364at5125	Ran-specific GTPase-activating protein 1
47502at5125	Complete	CM148403.1	1561802	1560164	-	957.8	469	https://v12-2.orthodb.org/?query=47502at5125	peptidase M18
47657at5125	Complete	CM148401.1	4337415	4338025	+	193.6	114	https://v12-2.orthodb.org/?query=47657at5125	ribosome maturation protein
48014at5125	Complete	CM148403.1	4403004	4401793	-	500.4	274	https://v12-2.orthodb.org/?query=48014at5125	cupin-like domain-domain-containing protein
48049at5125	Complete	CM148404.1	1449917	1451751	+	874.0	476	https://v12-2.orthodb.org/?query=48049at5125	dynein light intermediate chain
48063at5125	Complete	CM148403.1	4126068	4127069	+	247.4	224	https://v12-2.orthodb.org/?query=48063at5125	copper homeostasis
48091at5125	Complete	CM148409.1	1216968	1217370	+	176.5	100	https://v12-2.orthodb.org/?query=48091at5125	cytochrome c oxidase
48777at5125	Complete	CM148408.1	700791	699235	-	493.4	373	https://v12-2.orthodb.org/?query=48777at5125	Di-sulfide bridge nucleocytoplasmic transport domain
49025at5125	Complete	CM148402.1	4861384	4863073	+	992.2	480	https://v12-2.orthodb.org/?query=49025at5125	carboxylic acid transporter
49263at5125	Complete	CM148405.1	1695432	1699801	+	1239.4	581	https://v12-2.orthodb.org/?query=49263at5125	UDP-glucose-6-dehydrogenase
49280at5125	Complete	CM148402.1	1560730	1558882	-	1075.3	551	https://v12-2.orthodb.org/?query=49280at5125	FAD binding domain
49463at5125	Complete	CM148404.1	295418	294564	-	562.1	266	https://v12-2.orthodb.org/?query=49463at5125	mannitol dehydrogenase
49865at5125	Complete	CM148403.1	2479495	2478011	-	874.2	456	https://v12-2.orthodb.org/?query=49865at5125	WD40/YVTN repeat-like-containing domain
50124at5125	Complete	CM148409.1	2608116	2603638	-	2329.5	1397	https://v12-2.orthodb.org/?query=50124at5125	DNA-directed RNA polymerase
50128at5125	Complete	CM148409.1	1236076	1233188	-	1109.6	648	https://v12-2.orthodb.org/?query=50128at5125	WD40 repeat-like-containing domain
50655at5125	Complete	CM148401.1	3652977	3650709	-	450.5	565	https://v12-2.orthodb.org/?query=50655at5125	fungal specific transcription factor domain containing protein
50750at5125	Complete	CM148408.1	2042031	2040646	-	801.4	369	https://v12-2.orthodb.org/?query=50750at5125	isovaleryl-CoA dehydrogenase
51549at5125	Complete	CM148408.1	1425358	1422998	-	1009.9	443	https://v12-2.orthodb.org/?query=51549at5125	translation elongation factor
52787at5125	Complete	CM148404.1	3268210	3267355	-	383.4	214	https://v12-2.orthodb.org/?query=52787at5125	mitochondrial import inner membrane translocase
52834at5125	Complete	CM148409.1	1935848	1939148	+	1777.2	893	https://v12-2.orthodb.org/?query=52834at5125	Phosphatidylinositol 4-kinase
52936at5125	Complete	CM148404.1	2290147	2291867	+	833.0	419	https://v12-2.orthodb.org/?query=52936at5125	ATPase
52986at5125	Complete	CM148402.1	1869357	1866058	-	1088.4	516	https://v12-2.orthodb.org/?query=52986at5125	cytochrome P450
53093at5125	Complete	CM148404.1	1461833	1463405	+	932.1	502	https://v12-2.orthodb.org/?query=53093at5125	molybdopterin-converting factor
53100at5125	Duplicated	CM148402.1	1937814	1940286	+	1550.9	772	https://v12-2.orthodb.org/?query=53100at5125	aspartate-tRNA ligase
