marker_id	genomes_found	status
117713at5125	6	OK
117758at5125	6	OK
117851at5125	6	OK
117933at5125	6	OK
117967at5125	6	OK
118152at5125	6	OK
118180at5125	6	OK
118228at5125	6	OK
118240at5125	6	OK
118246at5125	6	OK
118253at5125	6	OK
118267at5125	6	OK
118271at5125	6	OK
118331at5125	6	OK
118348at5125	6	OK
118429at5125	6	OK
118641at5125	6	OK
118684at5125	6	OK
118692at5125	6	OK
118702at5125	6	OK
118861at5125	6	OK
118862at5125	6	OK
118905at5125	6	OK
118929at5125	6	OK
119185at5125	6	OK
119210at5125	6	OK
119486at5125	6	OK
119545at5125	6	OK
119604at5125	6	OK
119667at5125	6	OK
119948at5125	6	OK
120005at5125	6	OK
120027at5125	6	OK
120029at5125	6	OK
120169at5125	6	OK
120211at5125	6	OK
120257at5125	6	OK
120267at5125	6	OK
120738at5125	6	OK
120864at5125	6	OK
120923at5125	6	OK
120978at5125	6	OK
121194at5125	6	OK
121248at5125	6	OK
121296at5125	6	OK
121343at5125	6	OK
121374at5125	6	OK
121394at5125	6	OK
121522at5125	6	OK
121723at5125	6	OK
121996at5125	6	OK
122130at5125	6	OK
122213at5125	6	OK
122476at5125	6	OK
122625at5125	6	OK
122644at5125	6	OK
122741at5125	6	OK
122746at5125	6	OK
122783at5125	6	OK
123028at5125	6	OK
123209at5125	6	OK
123402at5125	6	OK
123445at5125	6	OK
123602at5125	6	OK
123654at5125	6	OK
123677at5125	6	OK
123797at5125	6	OK
123931at5125	6	OK
124050at5125	6	OK
124218at5125	6	OK
124265at5125	6	OK
124274at5125	6	OK
124375at5125	6	OK
124478at5125	6	OK
124584at5125	6	OK
124677at5125	6	OK
124784at5125	6	OK
124800at5125	6	OK
124854at5125	6	OK
124897at5125	6	OK
125149at5125	6	OK
125215at5125	6	OK
125236at5125	6	OK
125329at5125	6	OK
125872at5125	6	OK
126424at5125	6	OK
126537at5125	6	OK
126820at5125	6	OK
126821at5125	6	OK
126981at5125	6	OK
127075at5125	6	OK
127259at5125	6	OK
127293at5125	6	OK
127395at5125	6	OK
127405at5125	6	OK
127455at5125	6	OK
127620at5125	6	OK
127853at5125	6	OK
128056at5125	6	OK
128161at5125	6	OK
128629at5125	6	OK
128686at5125	6	OK
128844at5125	6	OK
129146at5125	6	OK
129299at5125	6	OK
129422at5125	6	OK
129579at5125	6	OK
129627at5125	6	OK
130113at5125	6	OK
130228at5125	6	OK
130446at5125	6	OK
130464at5125	6	OK
130491at5125	6	OK
130536at5125	6	OK
131341at5125	6	OK
131466at5125	6	OK
131496at5125	6	OK
131823at5125	6	OK
132232at5125	6	OK
132328at5125	6	OK
132392at5125	6	OK
132508at5125	6	OK
132518at5125	6	OK
132519at5125	6	OK
132532at5125	6	OK
132557at5125	6	OK
132837at5125	6	OK
132861at5125	6	OK
132880at5125	6	OK
133074at5125	6	OK
133284at5125	6	OK
13332at5125	6	OK
133736at5125	6	OK
133765at5125	6	OK
133785at5125	6	OK
134188at5125	6	OK
134459at5125	6	OK
134497at5125	6	OK
134824at5125	6	OK
135314at5125	6	OK
136016at5125	6	OK
136066at5125	6	OK
136151at5125	6	OK
136161at5125	6	OK
13666at5125	6	OK
1368at5125	6	OK
137651at5125	6	OK
13873at5125	6	OK
140216at5125	6	OK
140657at5125	6	OK
14224at5125	6	OK
142605at5125	6	OK
142614at5125	6	OK
142659at5125	6	OK
142711at5125	6	OK
142717at5125	6	OK
142744at5125	6	OK
142753at5125	6	OK
142762at5125	6	OK
142765at5125	6	OK
142774at5125	6	OK
142792at5125	6	OK
142796at5125	6	OK
142810at5125	6	OK
142866at5125	6	OK
142896at5125	6	OK
142908at5125	6	OK
142988at5125	6	OK
143020at5125	6	OK
143113at5125	6	OK
143133at5125	6	OK
143201at5125	6	OK
143274at5125	6	OK
143279at5125	6	OK
143328at5125	6	OK
143343at5125	6	OK
143401at5125	6	OK
143419at5125	6	OK
143435at5125	6	OK
143455at5125	6	OK
143458at5125	6	OK
143494at5125	6	OK
143525at5125	6	OK
143569at5125	6	OK
143572at5125	6	OK
143612at5125	6	OK
143650at5125	6	OK
143670at5125	6	OK
143695at5125	6	OK
143708at5125	6	OK
143732at5125	6	OK
143736at5125	6	OK
143746at5125	6	OK
143748at5125	6	OK
143758at5125	6	OK
143788at5125	6	OK
143798at5125	6	OK
143800at5125	6	OK
143850at5125	6	OK
143872at5125	6	OK
143886at5125	6	OK
143897at5125	6	OK
143904at5125	6	OK
143964at5125	6	OK
143977at5125	6	OK
144046at5125	6	OK
144059at5125	6	OK
144088at5125	6	OK
144097at5125	6	OK
144112at5125	6	OK
144123at5125	6	OK
144186at5125	6	OK
144225at5125	6	OK
144228at5125	6	OK
144267at5125	6	OK
144297at5125	6	OK
144298at5125	6	OK
144311at5125	6	OK
144313at5125	6	OK
144326at5125	6	OK
144360at5125	6	OK
144367at5125	6	OK
144375at5125	6	OK
144383at5125	6	OK
144401at5125	6	OK
144467at5125	6	OK
144512at5125	6	OK
144516at5125	6	OK
144517at5125	6	OK
144522at5125	6	OK
144552at5125	6	OK
144576at5125	6	OK
144600at5125	6	OK
144670at5125	6	OK
144726at5125	6	OK
144753at5125	6	OK
144773at5125	6	OK
144785at5125	6	OK
144815at5125	6	OK
144840at5125	6	OK
144864at5125	6	OK
144920at5125	6	OK
144922at5125	6	OK
144945at5125	6	OK
144967at5125	6	OK
144971at5125	6	OK
144984at5125	6	OK
145013at5125	6	OK
145064at5125	6	OK
145125at5125	6	OK
145156at5125	6	OK
145191at5125	6	OK
145275at5125	6	OK
145282at5125	6	OK
145312at5125	6	OK
145316at5125	6	OK
145359at5125	6	OK
145386at5125	6	OK
145393at5125	6	OK
145444at5125	6	OK
145447at5125	6	OK
145460at5125	6	OK
14550at5125	6	OK
145513at5125	6	OK
145527at5125	6	OK
145576at5125	6	OK
145577at5125	6	OK
145586at5125	6	OK
145590at5125	6	OK
145619at5125	6	OK
145636at5125	6	OK
145686at5125	6	OK
145704at5125	6	OK
145724at5125	6	OK
145732at5125	6	OK
145737at5125	6	OK
145748at5125	6	OK
145765at5125	6	OK
145767at5125	6	OK
145777at5125	6	OK
145779at5125	6	OK
145780at5125	6	OK
145787at5125	6	OK
145825at5125	6	OK
145843at5125	6	OK
145874at5125	6	OK
145875at5125	6	OK
145877at5125	6	OK
145887at5125	6	OK
145901at5125	6	OK
145948at5125	6	OK
145968at5125	6	OK
145983at5125	6	OK
145990at5125	6	OK
146029at5125	6	OK
146108at5125	6	OK
146113at5125	6	OK
146159at5125	6	OK
146193at5125	6	OK
146195at5125	6	OK
146210at5125	6	OK
146225at5125	6	OK
146260at5125	6	OK
146304at5125	6	OK
146305at5125	6	OK
146308at5125	6	OK
146354at5125	6	OK
146365at5125	6	OK
146373at5125	6	OK
146407at5125	6	OK
146454at5125	6	OK
146464at5125	6	OK
146492at5125	6	OK
146527at5125	6	OK
146584at5125	6	OK
146592at5125	6	OK
146599at5125	6	OK
146609at5125	6	OK
146614at5125	6	OK
146620at5125	6	OK
146650at5125	6	OK
146684at5125	6	OK
146710at5125	6	OK
146713at5125	6	OK
146718at5125	6	OK
146797at5125	6	OK
146812at5125	6	OK
146835at5125	6	OK
146838at5125	6	OK
146852at5125	6	OK
146866at5125	6	OK
146886at5125	6	OK
146904at5125	6	OK
146944at5125	6	OK
146949at5125	6	OK
146956at5125	6	OK
146958at5125	6	OK
146966at5125	6	OK
146969at5125	6	OK
146977at5125	6	OK
146989at5125	6	OK
146990at5125	6	OK
147012at5125	6	OK
147014at5125	6	OK
147023at5125	6	OK
147050at5125	6	OK
147056at5125	6	OK
147070at5125	6	OK
147089at5125	6	OK
147097at5125	6	OK
147100at5125	6	OK
147105at5125	6	OK
147122at5125	6	OK
147132at5125	6	OK
147139at5125	6	OK
147165at5125	6	OK
147187at5125	6	OK
147196at5125	6	OK
147197at5125	6	OK
147226at5125	6	OK
147233at5125	6	OK
147258at5125	6	OK
147291at5125	6	OK
147307at5125	6	OK
147312at5125	6	OK
147317at5125	6	OK
147328at5125	6	OK
147339at5125	6	OK
147351at5125	6	OK
147370at5125	6	OK
147373at5125	6	OK
147384at5125	6	OK
147386at5125	6	OK
147388at5125	6	OK
147390at5125	6	OK
147407at5125	6	OK
147411at5125	6	OK
147417at5125	6	OK
147418at5125	6	OK
147421at5125	6	OK
147429at5125	6	OK
147430at5125	6	OK
147436at5125	6	OK
147440at5125	6	OK
147464at5125	6	OK
147480at5125	6	OK
147482at5125	6	OK
147491at5125	6	OK
147496at5125	6	OK
147509at5125	6	OK
147526at5125	6	OK
147534at5125	6	OK
147572at5125	6	OK
147594at5125	6	OK
147604at5125	6	OK
147615at5125	6	OK
147629at5125	6	OK
147679at5125	6	OK
147704at5125	6	OK
147706at5125	6	OK
147709at5125	6	OK
147729at5125	6	OK
147732at5125	6	OK
147780at5125	6	OK
147785at5125	6	OK
147791at5125	6	OK
147798at5125	6	OK
147870at5125	6	OK
147897at5125	6	OK
147904at5125	6	OK
147934at5125	6	OK
147945at5125	6	OK
147947at5125	6	OK
147952at5125	6	OK
147969at5125	6	OK
147974at5125	6	OK
147983at5125	6	OK
147987at5125	6	OK
147989at5125	6	OK
147995at5125	6	OK
148025at5125	6	OK
148036at5125	6	OK
148057at5125	6	OK
148071at5125	6	OK
148089at5125	6	OK
148094at5125	6	OK
148115at5125	6	OK
148128at5125	6	OK
148132at5125	6	OK
148139at5125	6	OK
148145at5125	6	OK
148163at5125	6	OK
148171at5125	6	OK
148206at5125	6	OK
148214at5125	6	OK
148218at5125	6	OK
148238at5125	6	OK
148243at5125	6	OK
148251at5125	6	OK
148253at5125	6	OK
148254at5125	6	OK
148294at5125	6	OK
148308at5125	6	OK
148328at5125	6	OK
148364at5125	6	OK
148373at5125	6	OK
148406at5125	6	OK
148432at5125	6	OK
148434at5125	6	OK
148450at5125	6	OK
148482at5125	6	OK
148496at5125	6	OK
148537at5125	6	OK
148544at5125	6	OK
148585at5125	6	OK
148586at5125	6	OK
148589at5125	6	OK
148595at5125	6	OK
148624at5125	6	OK
148633at5125	6	OK
148651at5125	6	OK
148656at5125	6	OK
148661at5125	6	OK
148665at5125	6	OK
148683at5125	6	OK
148703at5125	6	OK
148712at5125	6	OK
148742at5125	6	OK
148749at5125	6	OK
148759at5125	6	OK
148773at5125	6	OK
148781at5125	6	OK
148804at5125	6	OK
148818at5125	6	OK
148833at5125	6	OK
148850at5125	6	OK
148862at5125	6	OK
148868at5125	6	OK
148876at5125	6	OK
148880at5125	6	OK
148888at5125	6	OK
148893at5125	6	OK
148896at5125	6	OK
148904at5125	6	OK
148915at5125	6	OK
148928at5125	6	OK
148932at5125	6	OK
148955at5125	6	OK
148956at5125	6	OK
148968at5125	6	OK
148972at5125	6	OK
148990at5125	6	OK
148993at5125	6	OK
148998at5125	6	OK
149001at5125	6	OK
149002at5125	6	OK
149006at5125	6	OK
149010at5125	6	OK
149043at5125	6	OK
149053at5125	6	OK
149063at5125	6	OK
149072at5125	6	OK
149080at5125	6	OK
149083at5125	6	OK
14908at5125	6	OK
149099at5125	6	OK
149103at5125	6	OK
149105at5125	6	OK
149114at5125	6	OK
149125at5125	6	OK
149138at5125	6	OK
149142at5125	6	OK
149160at5125	6	OK
149188at5125	6	OK
149211at5125	6	OK
149223at5125	6	OK
149224at5125	6	OK
149236at5125	6	OK
149240at5125	6	OK
149243at5125	6	OK
149296at5125	6	OK
149312at5125	6	OK
149338at5125	6	OK
149343at5125	6	OK
149354at5125	6	OK
149362at5125	6	OK
149376at5125	6	OK
149403at5125	6	OK
149444at5125	6	OK
149469at5125	6	OK
149473at5125	6	OK
149477at5125	6	OK
149481at5125	6	OK
149483at5125	6	OK
149512at5125	6	OK
149655at5125	6	OK
149664at5125	6	OK
149674at5125	6	OK
149675at5125	6	OK
149680at5125	6	OK
149736at5125	6	OK
149746at5125	6	OK
149785at5125	6	OK
14979at5125	6	OK
149809at5125	6	OK
149841at5125	6	OK
149845at5125	6	OK
149853at5125	6	OK
149858at5125	6	OK
149862at5125	6	OK
149885at5125	6	OK
149888at5125	6	OK
149901at5125	6	OK
149932at5125	6	OK
149946at5125	6	OK
149950at5125	6	OK
149958at5125	6	OK
149976at5125	6	OK
149988at5125	6	OK
149991at5125	6	OK
149996at5125	6	OK
150004at5125	6	OK
150019at5125	6	OK
150028at5125	6	OK
150032at5125	6	OK
150037at5125	6	OK
150038at5125	6	OK
150047at5125	6	OK
150050at5125	6	OK
150051at5125	6	OK
150080at5125	6	OK
150085at5125	6	OK
150091at5125	6	OK
150103at5125	6	OK
150104at5125	6	OK
150120at5125	6	OK
150127at5125	6	OK
150159at5125	6	OK
150166at5125	6	OK
150171at5125	6	OK
150187at5125	6	OK
150192at5125	6	OK
150195at5125	6	OK
150197at5125	6	OK
150210at5125	6	OK
150217at5125	6	OK
150220at5125	6	OK
150227at5125	6	OK
150228at5125	6	OK
150236at5125	6	OK
150240at5125	6	OK
150271at5125	6	OK
150279at5125	6	OK
150308at5125	6	OK
150311at5125	6	OK
150335at5125	6	OK
150346at5125	6	OK
150363at5125	6	OK
150373at5125	6	OK
150382at5125	6	OK
150395at5125	6	OK
150399at5125	6	OK
150406at5125	6	OK
150438at5125	6	OK
150456at5125	6	OK
150457at5125	6	OK
150461at5125	6	OK
150465at5125	6	OK
150481at5125	6	OK
150497at5125	6	OK
150509at5125	6	OK
150523at5125	6	OK
150576at5125	6	OK
150600at5125	6	OK
150670at5125	6	OK
150671at5125	6	OK
150672at5125	6	OK
150680at5125	6	OK
150689at5125	6	OK
150694at5125	6	OK
150701at5125	6	OK
150703at5125	6	OK
150721at5125	6	OK
150726at5125	6	OK
150733at5125	6	OK
150751at5125	6	OK
150756at5125	6	OK
150768at5125	6	OK
150783at5125	6	OK
150796at5125	6	OK
150806at5125	6	OK
150808at5125	6	OK
150815at5125	6	OK
150827at5125	6	OK
150843at5125	6	OK
150867at5125	6	OK
150883at5125	6	OK
150884at5125	6	OK
150938at5125	6	OK
150957at5125	6	OK
151009at5125	6	OK
151015at5125	6	OK
151020at5125	6	OK
151028at5125	6	OK
151056at5125	6	OK
151058at5125	6	OK
151069at5125	6	OK
151086at5125	6	OK
151093at5125	6	OK
151095at5125	6	OK
151104at5125	6	OK
151105at5125	6	OK
151118at5125	6	OK
15111at5125	6	OK
151120at5125	6	OK
151123at5125	6	OK
151131at5125	6	OK
151132at5125	6	OK
151151at5125	6	OK
151158at5125	6	OK
151166at5125	6	OK
151185at5125	6	OK
151213at5125	6	OK
151218at5125	6	OK
151232at5125	6	OK
151237at5125	6	OK
151273at5125	6	OK
151285at5125	6	OK
151305at5125	6	OK
151310at5125	6	OK
151321at5125	6	OK
151327at5125	6	OK
151342at5125	6	OK
151350at5125	6	OK
151354at5125	6	OK
151360at5125	6	OK
151371at5125	6	OK
151378at5125	6	OK
151383at5125	6	OK
151413at5125	6	OK
151417at5125	6	OK
151426at5125	6	OK
151438at5125	6	OK
151448at5125	6	OK
151449at5125	6	OK
151457at5125	6	OK
151470at5125	6	OK
151471at5125	6	OK
151483at5125	6	OK
151512at5125	6	OK
151520at5125	6	OK
151526at5125	6	OK
151536at5125	6	OK
151538at5125	6	OK
151541at5125	6	OK
151570at5125	6	OK
151574at5125	6	OK
151581at5125	6	OK
151611at5125	6	OK
151617at5125	6	OK
151627at5125	6	OK
151655at5125	6	OK
151656at5125	6	OK
151663at5125	6	OK
151672at5125	6	OK
151680at5125	6	OK
151697at5125	6	OK
151699at5125	6	OK
151701at5125	6	OK
151703at5125	6	OK
151704at5125	6	OK
151705at5125	6	OK
151716at5125	6	OK
151725at5125	6	OK
151756at5125	6	OK
151764at5125	6	OK
151769at5125	6	OK
151779at5125	6	OK
151787at5125	6	OK
151789at5125	6	OK
151794at5125	6	OK
151800at5125	6	OK
151818at5125	6	OK
151837at5125	6	OK
151841at5125	6	OK
151854at5125	6	OK
151859at5125	6	OK
151867at5125	6	OK
151883at5125	6	OK
151886at5125	6	OK
151896at5125	6	OK
151899at5125	6	OK
151933at5125	6	OK
151998at5125	6	OK
152000at5125	6	OK
152006at5125	6	OK
152012at5125	6	OK
152023at5125	6	OK
152034at5125	6	OK
152046at5125	6	OK
152057at5125	6	OK
152071at5125	6	OK
152081at5125	6	OK
152092at5125	6	OK
152107at5125	6	OK
152116at5125	6	OK
152125at5125	6	OK
152161at5125	6	OK
152172at5125	6	OK
152179at5125	6	OK
152195at5125	6	OK
152196at5125	6	OK
152202at5125	6	OK
152211at5125	6	OK
152222at5125	6	OK
152227at5125	6	OK
152242at5125	6	OK
152244at5125	6	OK
152260at5125	6	OK
152261at5125	6	OK
152266at5125	6	OK
152289at5125	6	OK
152322at5125	6	OK
152327at5125	6	OK
152343at5125	6	OK
152348at5125	6	OK
152349at5125	6	OK
152352at5125	6	OK
152373at5125	6	OK
152393at5125	6	OK
152397at5125	6	OK
152424at5125	6	OK
152438at5125	6	OK
152454at5125	6	OK
152456at5125	6	OK
152467at5125	6	OK
152523at5125	6	OK
152551at5125	6	OK
152555at5125	6	OK
152589at5125	6	OK
152595at5125	6	OK
152649at5125	6	OK
152659at5125	6	OK
152690at5125	6	OK
15273at5125	6	OK
152758at5125	6	OK
1531at5125	6	OK
153258at5125	6	OK
154892at5125	6	OK
154938at5125	6	OK
154949at5125	6	OK
155010at5125	6	OK
155052at5125	6	OK
155071at5125	6	OK
155075at5125	6	OK
155084at5125	6	OK
155115at5125	6	OK
155151at5125	6	OK
155176at5125	6	OK
155231at5125	6	OK
155322at5125	6	OK
155349at5125	6	OK
155402at5125	6	OK
155438at5125	6	OK
155446at5125	6	OK
155453at5125	6	OK
155476at5125	6	OK
155530at5125	6	OK
155682at5125	6	OK
155744at5125	6	OK
155745at5125	6	OK
155764at5125	6	OK
155846at5125	6	OK
155853at5125	6	OK
155934at5125	6	OK
155969at5125	6	OK
155994at5125	6	OK
155998at5125	6	OK
156019at5125	6	OK
156042at5125	6	OK
156052at5125	6	OK
156063at5125	6	OK
156070at5125	6	OK
15613at5125	6	OK
156142at5125	6	OK
156263at5125	6	OK
156336at5125	6	OK
156353at5125	6	OK
156424at5125	6	OK
156446at5125	6	OK
156448at5125	6	OK
156459at5125	6	OK
156460at5125	6	OK
156487at5125	6	OK
156493at5125	6	OK
156506at5125	6	OK
156541at5125	6	OK
156580at5125	6	OK
156597at5125	6	OK
156601at5125	6	OK
156607at5125	6	OK
156648at5125	6	OK
156680at5125	6	OK
156754at5125	6	OK
156767at5125	6	OK
156795at5125	6	OK
156876at5125	6	OK
156919at5125	6	OK
157037at5125	6	OK
157079at5125	6	OK
157088at5125	6	OK
157125at5125	6	OK
157168at5125	6	OK
157199at5125	6	OK
157200at5125	6	OK
157214at5125	6	OK
157308at5125	6	OK
157320at5125	6	OK
157326at5125	6	OK
157343at5125	6	OK
157348at5125	6	OK
157356at5125	6	OK
157399at5125	6	OK
157425at5125	6	OK
157510at5125	6	OK
157540at5125	6	OK
157566at5125	6	OK
157567at5125	6	OK
157569at5125	6	OK
157586at5125	6	OK
157650at5125	6	OK
157655at5125	6	OK
157662at5125	6	OK
157705at5125	6	OK
157724at5125	6	OK
157969at5125	6	OK
158013at5125	6	OK
158038at5125	6	OK
158146at5125	6	OK
158150at5125	6	OK
158153at5125	6	OK
158169at5125	6	OK
158172at5125	6	OK
158184at5125	6	OK
158191at5125	6	OK
158279at5125	6	OK
158308at5125	6	OK
158369at5125	6	OK
158376at5125	6	OK
158397at5125	6	OK
158495at5125	6	OK
158575at5125	6	OK
158635at5125	6	OK
158676at5125	6	OK
158696at5125	6	OK
158729at5125	6	OK
158755at5125	6	OK
158919at5125	6	OK
158971at5125	6	OK
159034at5125	6	OK
159074at5125	6	OK
159093at5125	6	OK
159129at5125	6	OK
159220at5125	6	OK
159240at5125	6	OK
159254at5125	6	OK
159413at5125	6	OK
159414at5125	6	OK
159419at5125	6	OK
159434at5125	6	OK
159464at5125	6	OK
159568at5125	6	OK
159586at5125	6	OK
159599at5125	6	OK
159608at5125	6	OK
159659at5125	6	OK
159675at5125	6	OK
159725at5125	6	OK
159775at5125	6	OK
159779at5125	6	OK
159795at5125	6	OK
159847at5125	6	OK
159849at5125	6	OK
159893at5125	6	OK
159947at5125	6	OK
159977at5125	6	OK
160054at5125	6	OK
160084at5125	6	OK
160146at5125	6	OK
160150at5125	6	OK
160252at5125	6	OK
160254at5125	6	OK
160288at5125	6	OK
160311at5125	6	OK
160363at5125	6	OK
160402at5125	6	OK
160416at5125	6	OK
160430at5125	6	OK
160481at5125	6	OK
160515at5125	6	OK
160549at5125	6	OK
160558at5125	6	OK
160590at5125	6	OK
160649at5125	6	OK
160656at5125	6	OK
160794at5125	6	OK
160829at5125	6	OK
160886at5125	6	OK
160944at5125	6	OK
160997at5125	6	OK
161002at5125	6	OK
161011at5125	6	OK
161030at5125	6	OK
161032at5125	6	OK
161067at5125	6	OK
161079at5125	6	OK
161093at5125	6	OK
161105at5125	6	OK
161125at5125	6	OK
161133at5125	6	OK
161150at5125	6	OK
161183at5125	6	OK
161216at5125	6	OK
161227at5125	6	OK
161246at5125	6	OK
161328at5125	6	OK
161391at5125	6	OK
161397at5125	6	OK
161429at5125	6	OK
161480at5125	6	OK
161490at5125	6	OK
161503at5125	6	OK
161523at5125	6	OK
161527at5125	6	OK
161531at5125	6	OK
161548at5125	6	OK
161642at5125	6	OK
161710at5125	6	OK
161824at5125	6	OK
161946at5125	6	OK
161951at5125	6	OK
162051at5125	6	OK
162075at5125	6	OK
162144at5125	6	OK
162201at5125	6	OK
162224at5125	6	OK
162236at5125	6	OK
162248at5125	6	OK
162354at5125	6	OK
162355at5125	6	OK
162375at5125	6	OK
162432at5125	6	OK
162479at5125	6	OK
162488at5125	6	OK
162501at5125	6	OK
162504at5125	6	OK
162562at5125	6	OK
162575at5125	6	OK
162618at5125	6	OK
162624at5125	6	OK
162678at5125	6	OK
162679at5125	6	OK
162696at5125	6	OK
162702at5125	6	OK
162724at5125	6	OK
162765at5125	6	OK
162780at5125	6	OK
162790at5125	6	OK
162796at5125	6	OK
16289at5125	6	OK
162917at5125	6	OK
163016at5125	6	OK
163041at5125	6	OK
163068at5125	6	OK
163085at5125	6	OK
163087at5125	6	OK
163259at5125	6	OK
163274at5125	6	OK
163287at5125	6	OK
163290at5125	6	OK
163311at5125	6	OK
163351at5125	6	OK
163352at5125	6	OK
163395at5125	6	OK
163439at5125	6	OK
163469at5125	6	OK
163474at5125	6	OK
16347at5125	6	OK
163535at5125	6	OK
163602at5125	6	OK
163631at5125	6	OK
163663at5125	6	OK
163684at5125	6	OK
163789at5125	6	OK
163803at5125	6	OK
163818at5125	6	OK
163824at5125	6	OK
163848at5125	6	OK
163863at5125	6	OK
164029at5125	6	OK
164031at5125	6	OK
164071at5125	6	OK
164119at5125	6	OK
164130at5125	6	OK
164134at5125	6	OK
164188at5125	6	OK
164199at5125	6	OK
164200at5125	6	OK
164218at5125	6	OK
164221at5125	6	OK
164226at5125	6	OK
164238at5125	6	OK
164296at5125	6	OK
164437at5125	6	OK
164522at5125	6	OK
164556at5125	6	OK
164705at5125	6	OK
164715at5125	6	OK
164835at5125	6	OK
164881at5125	6	OK
164904at5125	6	OK
164914at5125	6	OK
164921at5125	6	OK
164922at5125	6	OK
164929at5125	6	OK
164949at5125	6	OK
164952at5125	6	OK
164959at5125	6	OK
164965at5125	6	OK
165013at5125	6	OK
165014at5125	6	OK
165064at5125	6	OK
165113at5125	6	OK
165144at5125	6	OK
165187at5125	6	OK
165211at5125	6	OK
165230at5125	6	OK
165246at5125	6	OK
165247at5125	6	OK
165282at5125	6	OK
165325at5125	6	OK
165342at5125	6	OK
165431at5125	6	OK
165485at5125	6	OK
165493at5125	6	OK
165595at5125	6	OK
165599at5125	6	OK
165659at5125	6	OK
165660at5125	6	OK
165698at5125	6	OK
165703at5125	6	OK
165709at5125	6	OK
165768at5125	6	OK
165808at5125	6	OK
165862at5125	6	OK
165878at5125	6	OK
165916at5125	6	OK
165951at5125	6	OK
165969at5125	6	OK
165977at5125	6	OK
165983at5125	6	OK
166182at5125	6	OK
166209at5125	6	OK
166238at5125	6	OK
