# BUSCO version is: 6.0.0 
# The lineage dataset is: hypocreales_odb12.2 (Creation date: 2026-05-13, number of genomes: 71, number of BUSCOs: 4077)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
23533at5125	Complete	CM010804.1	528394	527230	-	645.0	348	https://v12-2.orthodb.org/?query=23533at5125	L-galactose dehydrogenase (L-)
23667at5125	Complete	CM010800.1	3091448	3093866	+	1611.1	755	https://v12-2.orthodb.org/?query=23667at5125	dolichyl-phosphate-mannose-protein mannosyltransferase
25334at5125	Complete	CM010800.1	4106642	4103145	-	2146.1	981	https://v12-2.orthodb.org/?query=25334at5125	Glycoside hydrolase family 63
25341at5125	Complete	CM010806.1	851371	850220	-	487.1	252	https://v12-2.orthodb.org/?query=25341at5125	Mpv17/PMP22 family protein
25373at5125	Complete	CM010802.1	4160485	4162708	+	1274.8	716	https://v12-2.orthodb.org/?query=25373at5125	F-box/WD repeat-containing protein 1A
25777at5125	Complete	CM010806.1	2599061	2597563	-	882.3	384	https://v12-2.orthodb.org/?query=25777at5125	actin
25837at5125	Complete	CM010800.1	3396300	3397890	+	1095.0	477	https://v12-2.orthodb.org/?query=25837at5125	UTP--glucose-1-phosphate uridylyltransferase
25927at5125	Complete	CM010806.1	1310182	1313471	+	2194.4	1044	https://v12-2.orthodb.org/?query=25927at5125	glutamate dehydrogenase
25989at5125	Complete	CM010801.1	4078270	4079220	+	468.0	270	https://v12-2.orthodb.org/?query=25989at5125	hydrolase
26076at5125	Complete	CM010802.1	3522095	3524023	+	1149.7	565	https://v12-2.orthodb.org/?query=26076at5125	AMP-binding
27800at5125	Complete	CM010803.1	2398660	2396749	-	1118.7	605	https://v12-2.orthodb.org/?query=27800at5125	ATPase
27835at5125	Complete	MRCU01000005.1	1455781	1456860	+	546.2	291	https://v12-2.orthodb.org/?query=27835at5125	protein DJ-1
28081at5125	Complete	CM010802.1	3553735	3552035	-	1024.0	516	https://v12-2.orthodb.org/?query=28081at5125	glutathione synthase
28608at5125	Complete	CM010802.1	1450176	1451538	+	889.4	383	https://v12-2.orthodb.org/?query=28608at5125	septin
28628at5125	Complete	CM010803.1	1807963	1800088	-	463.6	262	https://v12-2.orthodb.org/?query=28628at5125	defective in cullin neddylation protein
28680at5125	Complete	CM010803.1	3457965	3457361	-	397.3	183	https://v12-2.orthodb.org/?query=28680at5125	U3 small nucleolar ribonucleoprotein IMP3
28761at5125	Complete	CM010801.1	1080904	1080596	-	162.8	85	https://v12-2.orthodb.org/?query=28761at5125	diphthamide biosynthesis
29110at5125	Complete	MRCU01000005.1	2192805	2190775	-	972.1	521	https://v12-2.orthodb.org/?query=29110at5125	adenosine deaminase
29239at5125	Complete	CM010803.1	1137961	1139146	+	698.8	350	https://v12-2.orthodb.org/?query=29239at5125	SUR2
29332at5125	Complete	MRCU01000005.1	2623649	2619960	-	837.5	411	https://v12-2.orthodb.org/?query=29332at5125	Aspartate aminotransferase
29445at5125	Complete	CM010805.1	3180903	3182385	+	885.4	452	https://v12-2.orthodb.org/?query=29445at5125	adenosylmethionine decarboxylase
29491at5125	Complete	CM010803.1	3246056	3247499	+	820.2	376	https://v12-2.orthodb.org/?query=29491at5125	s-(hydroxymethyl)glutathione dehydrogenase
29617at5125	Complete	CM010802.1	1279964	1278050	-	943.7	497	https://v12-2.orthodb.org/?query=29617at5125	Aspartate kinase
29683at5125	Complete	CM010800.1	982975	984368	+	833.9	409	https://v12-2.orthodb.org/?query=29683at5125	Acetylornithine aminotransferase
30317at5125	Complete	CM010805.1	1578201	1574370	-	2346.0	1110	https://v12-2.orthodb.org/?query=30317at5125	cell division control protein
30405at5125	Complete	CM010803.1	2141689	2140122	-	879.6	409	https://v12-2.orthodb.org/?query=30405at5125	Mandelate racemase/muconate lactonizing enzyme
30923at5125	Complete	CM010801.1	1766992	1767464	+	261.1	128	https://v12-2.orthodb.org/?query=30923at5125	vacuolar protein sorting 55
31012at5125	Complete	CM010803.1	2802636	2801565	-	683.0	343	https://v12-2.orthodb.org/?query=31012at5125	MYG1
31075at5125	Complete	CM010802.1	2479587	2483584	+	873.4	491	https://v12-2.orthodb.org/?query=31075at5125	Alcohol dehydrogenase-like, C-terminal
31179at5125	Complete	CM010805.1	2624583	2626079	+	790.9	431	https://v12-2.orthodb.org/?query=31179at5125	polyribonucleotide 5'-hydroxyl-kinase
31314at5125	Complete	CM010801.1	1249953	1246643	-	1972.2	953	https://v12-2.orthodb.org/?query=31314at5125	Frag1/DRAM/Sfk1 family-domain-containing protein
31343at5125	Complete	CM010802.1	1950479	1952704	+	1424.4	703	https://v12-2.orthodb.org/?query=31343at5125	mitochondrial carrier
31619at5125	Complete	CM010803.1	878891	874987	-	2781.4	1244	https://v12-2.orthodb.org/?query=31619at5125	DNA-directed RNA polymerase
31696at5125	Complete	CM010803.1	1194559	1191820	-	1615.0	777	https://v12-2.orthodb.org/?query=31696at5125	bifunctional purine biosynthetic
31753at5125	Complete	CM010800.1	3570565	3570929	+	152.7	76	https://v12-2.orthodb.org/?query=31753at5125	U6 snRNA-associated Sm-like protein
32105at5125	Complete	CM010800.1	3060224	3057023	-	1459.1	894	https://v12-2.orthodb.org/?query=32105at5125	mediator complex subunit
32145at5125	Complete	CM010804.1	1681738	1679454	-	928.7	540	https://v12-2.orthodb.org/?query=32145at5125	Zn(2)-C6 fungal-type DNA-binding domain
32284at5125	Complete	MRCU01000005.1	465272	461595	-	2118.6	972	https://v12-2.orthodb.org/?query=32284at5125	U5 small nuclear ribonucleoprotein component
32488at5125	Complete	MRCU01000005.1	61827	60975	-	440.4	245	https://v12-2.orthodb.org/?query=32488at5125	adenylate kinase
32666at5125	Complete	CM010800.1	1733612	1732425	-	591.1	309	https://v12-2.orthodb.org/?query=32666at5125	atp phosphoribosyltransferase
32730at5125	Complete	CM010803.1	2483957	2482478	-	983.3	447	https://v12-2.orthodb.org/?query=32730at5125	kinase
32748at5125	Complete	CM010800.1	1234851	1233663	-	709.3	339	https://v12-2.orthodb.org/?query=32748at5125	regulator of g- signaling domain-containing
33012at5125	Complete	CM010801.1	2368138	2369965	+	1132.8	562	https://v12-2.orthodb.org/?query=33012at5125	pyruvate decarboxylase
33090at5125	Complete	CM010804.1	3421765	3420409	-	809.4	371	https://v12-2.orthodb.org/?query=33090at5125	sterol 24-C-methyltransferase
33101at5125	Complete	CM010804.1	2744217	2742429	-	1122.9	525	https://v12-2.orthodb.org/?query=33101at5125	transporter
33226at5125	Complete	CM010802.1	4544015	4545240	+	540.4	348	https://v12-2.orthodb.org/?query=33226at5125	serine aminopeptidase, s33 domain-containing protein
33299at5125	Complete	CM010800.1	2678429	2679725	+	598.1	320	https://v12-2.orthodb.org/?query=33299at5125	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
33840at5125	Complete	MRCU01000005.1	2470541	2473765	+	2061.0	969	https://v12-2.orthodb.org/?query=33840at5125	Armadillo-type fold domain containing
33926at5125	Complete	CM010801.1	2560765	2560025	-	230.5	126	https://v12-2.orthodb.org/?query=33926at5125	hit family protein 1
33953at5125	Complete	CM010802.1	2672437	2671583	-	288.1	139	https://v12-2.orthodb.org/?query=33953at5125	TRAPP complex subunit (Bet5)
34096at5125	Complete	CM010804.1	3463740	3462024	-	1027.9	470	https://v12-2.orthodb.org/?query=34096at5125	kinase
34574at5125	Complete	CM010802.1	1148861	1147193	-	882.8	415	https://v12-2.orthodb.org/?query=34574at5125	D-isomer specific 2-hydroxyacid dehydrogenase
35032at5125	Complete	CM010800.1	1429567	1440094	+	4862.6	2103	https://v12-2.orthodb.org/?query=35032at5125	glutamate synthase 
35216at5125	Complete	CM010802.1	2442805	2446069	+	1899.7	968	https://v12-2.orthodb.org/?query=35216at5125	exocyst complex component
35308at5125	Complete	CM010800.1	3925315	3928332	+	1560.3	886	https://v12-2.orthodb.org/?query=35308at5125	Protein argonaute
35570at5125	Complete	CM010800.1	2210480	2209194	-	788.5	370	https://v12-2.orthodb.org/?query=35570at5125	C-3 sterol dehydrogenase 3-beta-hydroxysteroid dehydrogenase
35630at5125	Complete	CM010804.1	997308	998210	+	524.6	262	https://v12-2.orthodb.org/?query=35630at5125	ubiquitin-conjugating enzyme
35744at5125	Complete	CM010800.1	4080324	4082906	+	1322.8	721	https://v12-2.orthodb.org/?query=35744at5125	N-alpha-acetyltransferase
35964at5125	Complete	CM010802.1	2954239	2951875	-	1499.0	762	https://v12-2.orthodb.org/?query=35964at5125	mitochondrial intermediate peptidase
36134at5125	Duplicated	CM010800.1	4120522	4123311	+	1852.6	850	https://v12-2.orthodb.org/?query=36134at5125	V-type ATPase
36134at5125	Duplicated	CM010807.1	140355	143106	+	1691.5	850	https://v12-2.orthodb.org/?query=36134at5125	V-type ATPase
36293at5125	Complete	CM010801.1	4188151	4186696	-	753.1	388	https://v12-2.orthodb.org/?query=36293at5125	N2227-like protein
36308at5125	Complete	CM010804.1	1055023	1051252	-	2009.7	1159	https://v12-2.orthodb.org/?query=36308at5125	trafficking protein particle complex subunit 11
36981at5125	Missing
38229at5125	Duplicated	MRCU01000024.1	26183	24117	-	1025.8	582	https://v12-2.orthodb.org/?query=38229at5125	Acid phosphatase
38229at5125	Duplicated	CM010800.1	3366851	3368890	+	1094.1	578	https://v12-2.orthodb.org/?query=38229at5125	Acid phosphatase
38498at5125	Complete	CM010800.1	865902	866539	+	399.8	188	https://v12-2.orthodb.org/?query=38498at5125	Actin-related protein 2/3 complex subunit 3
39102at5125	Complete	MRCU01000005.1	2339326	2341700	+	1388.9	708	https://v12-2.orthodb.org/?query=39102at5125	Radical SAM
39179at5125	Complete	CM010802.1	3790975	3789758	-	592.2	331	https://v12-2.orthodb.org/?query=39179at5125	DUF1295 domain
39338at5125	Complete	MRCU01000005.1	3008083	3006216	-	1258.6	565	https://v12-2.orthodb.org/?query=39338at5125	t-complex protein 1 subunit alpha
39398at5125	Complete	CM010801.1	1383142	1385827	+	428.3	210	https://v12-2.orthodb.org/?query=39398at5125	endosomal cargo receptor
39467at5125	Complete	CM010800.1	509394	510447	+	553.1	335	https://v12-2.orthodb.org/?query=39467at5125	3 (2) 5 bisphosphate nucleotidase
39772at5125	Complete	CM010801.1	633783	631859	-	877.7	469	https://v12-2.orthodb.org/?query=39772at5125	uncharacterized alpha/beta hydrolase domain (DUF2235) domain-containing protein
40012at5125	Complete	CM010805.1	1394748	1395755	+	531.5	251	https://v12-2.orthodb.org/?query=40012at5125	adenylate kinase
40335at5125	Complete	CM010800.1	2531633	2529964	-	1161.7	535	https://v12-2.orthodb.org/?query=40335at5125	Phosphoacetylglucosamine mutase
40402at5125	Complete	CM010800.1	5104356	5106313	+	1097.6	573	https://v12-2.orthodb.org/?query=40402at5125	Tyrosine--tRNA ligase
40614at5125	Complete	CM010802.1	3209994	3208882	-	721.2	347	https://v12-2.orthodb.org/?query=40614at5125	Farnesyl pyrophosphate synthetase
41003at5125	Complete	CM010802.1	4472493	4470659	-	881.0	503	https://v12-2.orthodb.org/?query=41003at5125	Anthranilate synthase
41048at5125	Complete	CM010805.1	2421396	2424685	+	1550.1	813	https://v12-2.orthodb.org/?query=41048at5125	histidine-specific methyltransferase, SAM-dependent domain-containing protein
41182at5125	Complete	MRCU01000005.1	2612148	2610578	-	952.9	461	https://v12-2.orthodb.org/?query=41182at5125	aldehyde dehydrogenase
41504at5125	Complete	CM010801.1	2028936	2027569	-	883.8	389	https://v12-2.orthodb.org/?query=41504at5125	ribosomal protein L3
41551at5125	Complete	CM010804.1	3249533	3252169	+	1000.0	548	https://v12-2.orthodb.org/?query=41551at5125	PAB-dependent poly(A)-specific ribonuclease subunit
41934at5125	Complete	CM010805.1	901724	900497	-	664.5	372	https://v12-2.orthodb.org/?query=41934at5125	arginine-tRNA-protein transferase 1
42080at5125	Complete	CM010803.1	3424480	3423468	-	403.2	202	https://v12-2.orthodb.org/?query=42080at5125	NADH-ubiquinone oxidoreductase 24 kDa subunit
42205at5125	Complete	CM010801.1	4774031	4775118	+	654.6	345	https://v12-2.orthodb.org/?query=42205at5125	cyclin-like protein
43025at5125	Complete	CM010806.1	1551962	1550555	-	630.6	370	https://v12-2.orthodb.org/?query=43025at5125	WD40 repeat-like-containing domain
43081at5125	Complete	CM010802.1	3364425	3368626	+	2791.5	1298	https://v12-2.orthodb.org/?query=43081at5125	phospholipid-translocating P-type ATPase
43093at5125	Complete	CM010800.1	4055018	4056086	+	448.2	240	https://v12-2.orthodb.org/?query=43093at5125	tubulin cofactor B
43741at5125	Duplicated	MRCU01000005.1	2301013	2300053	-	643.0	296	https://v12-2.orthodb.org/?query=43741at5125	C-4 methylsterol oxidase
43741at5125	Duplicated	MRCU01000012.1	121049	120095	-	577.1	294	https://v12-2.orthodb.org/?query=43741at5125	C-4 methylsterol oxidase
43840at5125	Complete	CM010804.1	1667209	1664998	-	883.9	445	https://v12-2.orthodb.org/?query=43840at5125	kinase
43841at5125	Missing
44251at5125	Complete	CM010801.1	2020382	2018559	-	932.7	536	https://v12-2.orthodb.org/?query=44251at5125	DNA polymerase
44326at5125	Complete	CM010801.1	2554126	2550859	-	1733.7	780	https://v12-2.orthodb.org/?query=44326at5125	Aconitase
44525at5125	Complete	CM010802.1	4098957	4097157	-	715.5	428	https://v12-2.orthodb.org/?query=44525at5125	3',5'-cyclic-nucleotide phosphodiesterase
44554at5125	Complete	CM010805.1	1350904	1349557	-	629.5	368	https://v12-2.orthodb.org/?query=44554at5125	actin filament organization protein
44703at5125	Complete	CM010800.1	2327459	2328579	+	657.1	329	https://v12-2.orthodb.org/?query=44703at5125	cyclin
44919at5125	Complete	CM010805.1	897963	898751	+	396.3	224	https://v12-2.orthodb.org/?query=44919at5125	Conserved hypothetical, protein
45185at5125	Complete	CM010805.1	1548716	1555533	+	1035.6	526	https://v12-2.orthodb.org/?query=45185at5125	Poly(A) polymerase
45226at5125	Complete	CM010803.1	3377175	3377755	+	215.5	109	https://v12-2.orthodb.org/?query=45226at5125	Ribosomal protein L30
45437at5125	Complete	CM010806.1	1337893	1338488	+	362.0	178	https://v12-2.orthodb.org/?query=45437at5125	Ribosomal protein L13
45442at5125	Complete	CM010802.1	3500152	3504911	+	1034.5	542	https://v12-2.orthodb.org/?query=45442at5125	D-lactate dehydrogenase 
45760at5125	Complete	CM010804.1	1094323	1092438	-	1134.4	570	https://v12-2.orthodb.org/?query=45760at5125	Lysine--tRNA ligase
45902at5125	Complete	CM010802.1	2300070	2300785	+	283.5	176	https://v12-2.orthodb.org/?query=45902at5125	translation machinery-associated
46219at5125	Complete	CM010805.1	1707348	1705826	-	793.8	398	https://v12-2.orthodb.org/?query=46219at5125	magnesium transporter
46325at5125	Complete	CM010805.1	1903255	1902797	-	215.8	116	https://v12-2.orthodb.org/?query=46325at5125	40S ribosomal protein s20
46331at5125	Complete	CM010800.1	2102378	2099772	-	1644.2	845	https://v12-2.orthodb.org/?query=46331at5125	exocyst complex component
46518at5125	Missing
46589at5125	Complete	CM010802.1	3837473	3836436	-	479.8	245	https://v12-2.orthodb.org/?query=46589at5125	Triosephosphate isomerase
46889at5125	Duplicated	MRCU01000014.1	443552	437188	-	4512.4	2093	https://v12-2.orthodb.org/?query=46889at5125	fatty acid synthase beta subunit
46889at5125	Duplicated	MRCU01000005.1	1926349	1933562	+	4523.8	2087	https://v12-2.orthodb.org/?query=46889at5125	fatty acid synthase beta subunit
46939at5125	Complete	CM010804.1	1471404	1473698	+	1290.6	637	https://v12-2.orthodb.org/?query=46939at5125	Methylcrotonoyl-CoA carboxylase
46946at5125	Complete	CM010801.1	2054274	2057285	+	1001.7	820	https://v12-2.orthodb.org/?query=46946at5125	prefoldin subunit
47007at5125	Complete	CM010805.1	1941166	1939966	-	732.2	385	https://v12-2.orthodb.org/?query=47007at5125	Sir2 family
47141at5125	Complete	CM010800.1	5444715	5446086	+	717.9	393	https://v12-2.orthodb.org/?query=47141at5125	WD domain containing
47364at5125	Complete	CM010806.1	1274694	1275830	+	414.0	213	https://v12-2.orthodb.org/?query=47364at5125	Ran-specific GTPase-activating protein 1
47502at5125	Complete	CM010802.1	4001898	4003536	+	957.8	469	https://v12-2.orthodb.org/?query=47502at5125	peptidase M18
47657at5125	Complete	CM010800.1	2072860	2072250	-	193.6	114	https://v12-2.orthodb.org/?query=47657at5125	ribosome maturation protein
48014at5125	Complete	CM010802.1	1165643	1173704	+	498.7	274	https://v12-2.orthodb.org/?query=48014at5125	cupin-like domain-domain-containing protein
48049at5125	Complete	MRCU01000005.1	903008	904844	+	874.7	476	https://v12-2.orthodb.org/?query=48049at5125	dynein light intermediate chain
48063at5125	Complete	CM010802.1	1442410	1441409	-	244.9	223	https://v12-2.orthodb.org/?query=48063at5125	copper homeostasis
48091at5125	Complete	CM010805.1	1194084	1194486	+	175.8	100	https://v12-2.orthodb.org/?query=48091at5125	cytochrome c oxidase
48777at5125	Complete	CM010804.1	3469905	3471461	+	493.3	373	https://v12-2.orthodb.org/?query=48777at5125	Di-sulfide bridge nucleocytoplasmic transport domain
49025at5125	Complete	CM010801.1	839465	837776	-	990.4	478	https://v12-2.orthodb.org/?query=49025at5125	carboxylic acid transporter
49263at5125	Complete	CM010806.1	1676629	1674571	-	1217.2	581	https://v12-2.orthodb.org/?query=49263at5125	UDP-glucose-6-dehydrogenase
49280at5125	Complete	CM010801.1	4142843	4144691	+	1075.3	551	https://v12-2.orthodb.org/?query=49280at5125	FAD binding domain
49463at5125	Complete	MRCU01000017.1	279177	280031	+	562.1	266	https://v12-2.orthodb.org/?query=49463at5125	mannitol dehydrogenase
49865at5125	Complete	CM010802.1	3081387	3082871	+	875.0	456	https://v12-2.orthodb.org/?query=49865at5125	WD40/YVTN repeat-like-containing domain
50124at5125	Complete	CM010805.1	2585845	2581367	-	2328.5	1397	https://v12-2.orthodb.org/?query=50124at5125	DNA-directed RNA polymerase
50128at5125	Complete	CM010805.1	1213190	1210302	-	1108.9	648	https://v12-2.orthodb.org/?query=50128at5125	WD40 repeat-like-containing domain
50655at5125	Complete	CM010800.1	2759258	2761526	+	449.6	565	https://v12-2.orthodb.org/?query=50655at5125	fungal specific transcription factor domain containing protein
50750at5125	Complete	CM010804.1	2145838	2147223	+	801.4	369	https://v12-2.orthodb.org/?query=50750at5125	isovaleryl-CoA dehydrogenase
51549at5125	Complete	CM010804.1	2765509	2767868	+	1009.9	443	https://v12-2.orthodb.org/?query=51549at5125	translation elongation factor
52787at5125	Complete	MRCU01000005.1	2713637	2712782	-	381.3	214	https://v12-2.orthodb.org/?query=52787at5125	mitochondrial import inner membrane translocase
52834at5125	Complete	CM010805.1	1912549	1915849	+	1777.2	893	https://v12-2.orthodb.org/?query=52834at5125	Phosphatidylinositol 4-kinase
52936at5125	Complete	MRCU01000005.1	1732869	1734589	+	833.0	419	https://v12-2.orthodb.org/?query=52936at5125	ATPase
